sku,Image Name,ref,attribute_set_code,product_type,product_websites,country_of_manufacture,name,description,short_description,weight,product_online,tax_class_name,visibility,price,additional_attributes,qty,is_in_stock,categories
1140663735,crayons-de-couleur-parrot-aquarel-metal-x12,115913,Products,simple,base,Indonesia,"CRAYONS DE COULEUR PARROT AQUAREL METAL x12 ""FABER CASTELL"" REF:115913","Découvrez la qualité professionnelle de ces 12 crayons de couleur aquarellables FABER CASTELL, présentés dans un étui métallique plat élégant.
 Leurs mines, entièrement solubles dans l'eau, permettent de créer des effets d'aquarelle uniques, tout en offrant une résistance à la lumière et une brillance incomparables.
 Conçus avec un bois de haute qualité, ces crayons sont des outils polyvalents, parfaits pour les loisirs créatifs, les fournitures de bureau, les livres de coloriage et les coffrets d'artistes.
 Que ce soit à la maison, au bureau ou dans la trousse, ces crayons répondent à tous vos besoins créatifs.","Ce coffret de 12 crayons de couleur aquarellables FABER CASTELL, présenté dans un étui métallique plat, offre des mines entièrement solubles dans l'eau.
 Leur qualité supérieure garantit une résistance à la lumière et une brillance inégalées, idéal pour le bureau, la maison ou la trousse.",160,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=115913",999,1,
1140663736,crayons-de-couleur-parrot-aquarel-metal-x24,115925,Products,simple,base,Indonesia,"CRAYONS DE COULEUR PARROT AQUAREL METAL x24 ""FABER CASTELL"" REF:115925","Découvrez la qualité professionnelle de ces 24 crayons de couleur aquarellables FABER CASTELL, présentés dans un étui métallique plat élégant.
 Leurs mines, entièrement solubles dans l'eau, permettent de créer des effets d'aquarelle uniques, tout en offrant une résistance à la lumière et une brillance incomparables.
 Conçus avec un bois de haute qualité, ces crayons sont des outils polyvalents, parfaits pour les loisirs créatifs, les fournitures de bureau, les livres de coloriage et les coffrets d'artistes.
 Que ce soit à la maison, au bureau ou dans la trousse, ces crayons répondent à tous vos besoins créatifs.","Ce coffret de 24 crayons de couleur aquarellables FABER CASTELL, présenté dans un étui métallique plat, offre des mines entièrement solubles dans l'eau.
 Leur qualité supérieure garantit une résistance à la lumière et une brillance inégalées, idéal pour le bureau, la maison ou la trousse",270,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=115925",999,1,
1140663738,crayons-de-couleur-parrot-aquarel-metal-x48,115933,Products,simple,base,Indonesia,"CRAYONS DE COULEUR PARROT AQUAREL METAL x48 ""FABER CASTELL"" REF:115933","Découvrez la qualité professionnelle de ces 48 crayons de couleur aquarellables FABER CASTELL, présentés dans un étui métallique plat élégant.
 Leurs mines, entièrement solubles dans l'eau, permettent de créer des effets d'aquarelle uniques, tout en offrant une résistance à la lumière et une brillance incomparables.
 Conçus avec un bois de haute qualité, ces crayons sont des outils polyvalents, parfaits pour les loisirs créatifs, les fournitures de bureau, les livres de coloriage et les coffrets d'artistes.
 Que ce soit à la maison, au bureau ou dans la trousse, ces crayons répondent à tous vos besoins créatifs.","Ce coffret de 48 crayons de couleur aquarellables FABER CASTELL, présenté dans un étui métallique plat, offre des mines entièrement solubles dans l'eau.
 Leur qualité supérieure garantit une résistance à la lumière et une brillance inégalées, idéal pour le bureau, la maison ou la trousse.",500,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=115933",999,1,
1140663737,crayons-de-couleur-parrot-aquarel-metal-x36,115937,Products,simple,base,Indonesia,"CRAYONS DE COULEUR PARROT AQUAREL METAL x36 ""FABER CASTELL"" REF:115937","Découvrez la qualité professionnelle de ces 36 crayons de couleur aquarellables FABER CASTELL, présentés dans un étui métallique plat élégant.
 Leurs mines, entièrement solubles dans l'eau, permettent de créer des effets d'aquarelle uniques, tout en offrant une résistance à la lumière et une brillance incomparables.
 Conçus avec un bois de haute qualité, ces crayons sont des outils polyvalents, parfaits pour les loisirs créatifs, les fournitures de bureau, les livres de coloriage et les coffrets d'artistes.
 Que ce soit à la maison, au bureau ou dans la trousse, ces crayons répondent à tous vos besoins créatifs.","Ce coffret de 36 crayons de couleur aquarellables FABER CASTELL, présenté dans un étui métallique plat, offre des mines entièrement solubles dans l'eau.
 Leur qualité supérieure garantit une résistance à la lumière et une brillance inégalées, idéal pour le bureau, la maison ou la trousse.",380,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=115937",999,1,
1140663739,crayons-de-couleur-parrot-aquarel-metal-x60,115964,Products,simple,base,Indonesia,"CRAYONS DE COULEUR PARROT AQUAREL METAL x60 ""FABER CASTELL"" REF:115964","Découvrez la qualité professionnelle de ces 60 crayons de couleur aquarellables FABER CASTELL, présentés dans un étui métallique plat élégant.
 Leurs mines, entièrement solubles dans l'eau, permettent de créer des effets d'aquarelle uniques, tout en offrant une résistance à la lumière et une brillance incomparables.
 Conçus avec un bois de haute qualité, ces crayons sont des outils polyvalents, parfaits pour les loisirs créatifs, les fournitures de bureau, les livres de coloriage et les coffrets d'artistes.
 Que ce soit à la maison, au bureau ou dans la trousse, ces crayons répondent à tous vos besoins créatifs.","Ce coffret de 60 crayons de couleur aquarellables FABER CASTELL, présenté dans un étui métallique plat, offre des mines entièrement solubles dans l'eau.
 Leur qualité supérieure garantit une résistance à la lumière et une brillance inégalées, idéal pour le bureau, la maison ou la trousse",610,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=115964",999,1,
1140663716,crayons-de-couleur-fish-boite-metalic-x100,115967,Products,simple,base,Indonesia,"CRAYONS DE COULEUR FISH BOITE METALIC X100 ""FABER CASTELL"" REF:115967","Plongez dans un monde de créativité illimité avec ce coffret de 100 crayons de couleur aquarellables FABER CASTELL Classic.
 Chaque crayon, doté d'une mine entièrement soluble dans l'eau, vous permet de passer du dessin à la peinture en un coup de pinceau.
 Leur forme hexagonale assure une prise en main ergonomique et les empêche de rouler sur votre espace de travail. Avec une palette de 100 couleurs vibrantes, ce coffret est un incontournable pour les artistes.
 Le modèle (référence 115967), livré dans une boîte de 33x19x4 cm et pesant 1200 g, inclut également une gomme pour un outil tout-en-un.","Découvrez le coffret de 100 crayons de couleur aquarellables FABER CASTELL Classic.
 De forme hexagonale pour une prise en main confortable, ces crayons offrent une palette de couleurs immense et sont livrés avec une gomme.",1200,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=115967",999,1,
1140663696,crayons-de-couleur-grip-aquarel-boite-x12,116242,Products,simple,base,Indonesia,"CRAYONS DE COULEUR GRIP AQUAREL BOITE x12 ""FABER CASTELL"" REF:116242","Le pack de 12 crayons de couleur Grip est l'outil créatif idéal pour les enfants plus âgés.
 Chaque crayon combine des mines riches et solubles dans l'eau, qui se transforment en magnifiques aquarelles, avec un design ergonomique unique.
 La forme triangulaire et les picots de préhension brevetés ""Soft-Grip"" préviennent la fatigue et le glissement, assurant un confort optimal.
 Les mines de 3,3 mm, hautement pigmentées et ultra-résistantes à la casse grâce au procédé de collage spécial (SV), offrent des couleurs intenses et une grande durabilité.
 Pour une tranquillité d'esprit, la peinture se lave de la plupart des tissus.
 Le pack inclut un pinceau pour commencer à créer sans attendre, et les crayons sont fabriqués en bois certifié FSC.
 Un espace est également prévu pour y inscrire le nom de l'enfant.","Ce pack de 12 crayons de couleur aquarellables Grip est conçu pour les enfants plus âgés.
 Leur corps triangulaire ergonomique avec des picots antidérapants assure une prise en main confortable, tandis que leurs mines, qui se transforment en aquarelle, sont très résistantes à la casse et se lavent facilement des tissus.",100,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=116242",999,1,
1140663703,crayons-de-couleur-grip-aquarel-boite-x24,116243,Products,simple,base,Indonesia,"CRAYONS DE COULEUR GRIP AQUAREL BOITE x24 ""FABER CASTELL"" REF:116243","Le pack de 24 crayons de couleur Grip est l'outil créatif idéal pour les enfants plus âgés.
 Chaque crayon combine des mines riches et solubles dans l'eau, qui se transforment en magnifiques aquarelles, avec un design ergonomique unique.
 La forme triangulaire et les picots de préhension brevetés ""Soft-Grip"" préviennent la fatigue et le glissement, assurant un confort optimal. Les mines de 3,3 mm, hautement pigmentées et ultra-résistantes à la casse grâce au procédé de collage spécial (SV), offrent des couleurs intenses et une grande durabilité.
 Pour une tranquillité d'esprit, la peinture se lave de la plupart des tissus. Le pack inclut un pinceau pour commencer à créer sans attendre, et les crayons sont fabriqués en bois certifié FSC.
 Un espace est également prévu pour y inscrire le nom de l'enfant.","Ce pack de 24 crayons de couleur aquarellables Grip est conçu pour les enfants plus âgés.
 Leur corps triangulaire ergonomique avec des picots antidérapants assure une prise en main confortable, tandis que leurs mines, qui se transforment en aquarelle, sont très résistantes à la casse et se lavent facilement des tissus.",190,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=116243",999,1,
1140663705,crayons-de-couleur-grip-aquarel-boite-metal-x12,116245,Products,simple,base,Indonesia,"CRAYONS DE COULEUR GRIP AQUAREL BOITE METAL x12 ""FABER CASTELL"" REF:116245","Le pack de 12 crayons de couleur Grip est l'outil créatif idéal pour les enfants plus âgés.
 Chaque crayon combine des mines riches et solubles dans l'eau, qui se transforment en magnifiques aquarelles, avec un design ergonomique unique.
 La forme triangulaire et les picots de préhension brevetés ""Soft-Grip"" préviennent la fatigue et le glissement, assurant un confort optimal.
 Les mines de 3,3 mm, hautement pigmentées et ultra-résistantes à la casse grâce au procédé de collage spécial (SV), offrent des couleurs intenses et une grande durabilité.
 Pour une tranquillité d'esprit, la peinture se lave de la plupart des tissus.
 Le pack inclut un pinceau pour commencer à créer sans attendre, et les crayons sont fabriqués en bois certifié FSC.
 Un espace est également prévu pour y inscrire le nom de l'enfant.","Ce pack de 12 crayons de couleur aquarellables Grip est conçu pour les enfants plus âgés. Leur corps triangulaire ergonomique avec des picots antidérapants assure une prise en main confortable, tandis que leurs mines, qui se transforment en aquarelle, sont très résistantes à la casse et se lavent facilement des tissus.",180,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=116245",999,1,
1140663706,crayons-de-couleur-grip-aquarel-boite-metal-x24,116246,Products,simple,base,Indonesia,"CRAYONS DE COULEUR GRIP AQUAREL BOITE METAL x24 ""FABER CASTELL"" REF:116246","Le pack de 24 crayons de couleur Grip est l'outil créatif idéal pour les enfants plus âgés.
 Chaque crayon combine des mines riches et solubles dans l'eau, qui se transforment en magnifiques aquarelles, avec un design ergonomique unique.
 La forme triangulaire et les picots de préhension brevetés ""Soft-Grip"" préviennent la fatigue et le glissement, assurant un confort optimal.
 Les mines de 3,3 mm, hautement pigmentées et ultra-résistantes à la casse grâce au procédé de collage spécial (SV), offrent des couleurs intenses et une grande durabilité.
 Pour une tranquillité d'esprit, la peinture se lave de la plupart des tissus.
 Le pack inclut un pinceau pour commencer à créer sans attendre, et les crayons sont fabriqués en bois certifié FSC.
 Un espace est également prévu pour y inscrire le nom de l'enfant.","Ce pack de 24 crayons de couleur aquarellables Grip est conçu pour les enfants plus âgés. Leur corps triangulaire ergonomique avec des picots antidérapants assure une prise en main confortable, tandis que leurs mines, qui se transforment en aquarelle, sont très résistantes à la casse et se lavent facilement des tissus.",290,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=116246",999,1,
1140663708,crayons-de-couleur-grip-aquarel-boite-metal-x36,116247,Products,simple,base,Indonesia,"CRAYONS DE COULEUR GRIP AQUAREL BOITE METAL x36 ""FABER CASTELL"" REF:116247","Le pack de 36 crayons de couleur Grip est l'outil créatif idéal pour les enfants plus âgés.
 Chaque crayon combine des mines riches et solubles dans l'eau, qui se transforment en magnifiques aquarelles, avec un design ergonomique unique.
 La forme triangulaire et les picots de préhension brevetés ""Soft-Grip"" préviennent la fatigue et le glissement, assurant un confort optimal.
 Les mines de 3,3 mm, hautement pigmentées et ultra-résistantes à la casse grâce au procédé de collage spécial (SV), offrent des couleurs intenses et une grande durabilité.
 Pour une tranquillité d'esprit, la peinture se lave de la plupart des tissus.
 Le pack inclut un pinceau pour commencer à créer sans attendre, et les crayons sont fabriqués en bois certifié FSC.
 Un espace est également prévu pour y inscrire le nom de l'enfant.","Ce pack de 36 crayons de couleur aquarellables Grip est conçu pour les enfants plus âgés.
 Leur corps triangulaire ergonomique avec des picots antidérapants assure une prise en main confortable, tandis que leurs mines, qui se transforment en aquarelle, sont très résistantes à la casse et se lavent facilement des tissus.",400,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=116247",999,1,
1140663746,crayons-graphite-junior-grip-2b-boite-metal-x50,116250,Products,simple,base,Indonesia,"CRAYONS GRAPHITE JUNIOR GRIP 2B BOITE METAL X50 ""FABER CASTELL"" REF:116250","Découvrez le pot de 50 crayons graphite Junior Grip de dureté 2B, l'outil d'écriture idéal pour les jeunes enfants.
 Ce pot métallique, parfait pour le rangement en classe ou à la maison, contient des crayons dont le corps large de forme triangulaire est spécialement conçu pour s'adapter à la taille de leurs mains et les encourager à adopter une prise en main correcte.
 Les picots de préhension ""Soft-Grip"" brevetés empêchent le crayon de glisser, garantissant un confort optimal et une utilisation sans fatigue.
 Les mines de 2,5 mm, riches et douces, permettent un tracé sombre et fluide.
 Grâce à la technologie de collage spécial (SV), elles sont extrêmement résistantes à la casse, ce qui prolonge leur durée de vie.
 Fabriqués en bois certifié FSC, non toxiques et sûrs, ces crayons sont une option fiable, durable et respectueuse de l'environnement, avec un espace prévu pour inscrire le nom de l'enfant.","Ce pot de 50 crayons graphite Junior Grip de dureté 2B est conçu pour les enfants.
 Son corps triangulaire large avec des picots antidérapants assure une prise en main ergonomique et ses mines très résistantes à la casse offrent un tracé doux et foncé.",650,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=116250",999,1,
1140663728,crayons-de-couleur-grip-boite-de-12-pcs,116252,Products,simple,base,Indonesia,"CRAYONS DE COULEUR GRIP BOITE DE 12 PCS ""FABER CASTELL"" REF:116252","Découvrez le pack de 12 crayons de couleur Grip, conçus spécifiquement pour les enfants plus âgés, afin d'allier confort et créativité.
 Leur corps triangulaire ergonomique, doté de la zone brevetée ""Soft-Grip"" avec des picots de préhension, assure un confort optimal et une prise en main correcte, évitant la fatigue lors de longues sessions de dessin.
 Grâce à leurs mines de 3,3 mm, douces et riches en pigments, ces crayons offrent des couleurs vives et intenses qui couvrent facilement de larges surfaces.
 La technologie de collage spécial (SV) garantit une haute résistance à la casse, prolongeant ainsi la durée de vie des crayons et réduisant le temps de taille.
 Fabriqués en bois certifié FSC, ils sont non toxiques, sûrs pour les enfants et disposent même d'un espace pour écrire leur nom.","Idéal pour les enfants plus âgés, ce pack de 12 crayons de couleur Grip présente un corps triangulaire ergonomique avec des points antidérapants pour une prise en main parfaite.
 Leurs mines, très résistantes à la casse et hautement pigmentées, offrent des couleurs riches et éclatantes.",100,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=116252",999,1,
1140663729,crayons-de-couleur-grip-boite-de-24-pcs,116253,Products,simple,base,Indonesia,"CRAYONS DE COULEUR GRIP BOITE DE 24 PCS ""FABER CASTELL"" REF:116253","Découvrez le pack de 24 crayons de couleur Grip, conçus spécifiquement pour les enfants plus âgés, afin d'allier confort et créativité. Leur corps triangulaire ergonomique, doté de la zone brevetée ""Soft-Grip"" avec des picots de préhension, assure un confort optimal et une prise en main correcte, évitant la fatigue lors de longues sessions de dessin.
 
 Grâce à leurs mines de 3,3 mm, douces et riches en pigments, ces crayons offrent des couleurs vives et intenses qui couvrent facilement de larges surfaces.
 La technologie de collage spécial (SV) garantit une haute résistance à la casse, prolongeant ainsi la durée de vie des crayons et réduisant le temps de taille.
 Fabriqués en bois certifié FSC, ils sont non toxiques, sûrs pour les enfants et disposent même d'un espace pour écrire leur nom.","Idéal pour les enfants plus âgés, ce pack de 24 crayons de couleur Grip présente un corps triangulaire ergonomique avec des points antidérapants pour une prise en main parfaite.
 Leurs mines, très résistantes à la casse et hautement pigmentées, offrent des couleurs riches et éclatantes.",190,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=116253",999,1,
1140663730,crayons-de-couleur-grip-boite-metalic-x12,116255,Products,simple,base,Indonesia,"CRAYONS DE COULEUR GRIP BOITE METALIC X12 ""FABER CASTELL"" REF:116255","Découvrez le pack de 12 crayons de couleur Grip, conçus spécifiquement pour les enfants plus âgés, afin d'allier confort et créativité.
 Leur corps triangulaire ergonomique, doté de la zone brevetée ""Soft-Grip"" avec des picots de préhension, assure un confort optimal et une prise en main correcte, évitant la fatigue lors de longues sessions de dessin.
 
 Grâce à leurs mines de 3,3 mm, douces et riches en pigments, ces crayons offrent des couleurs vives et intenses qui couvrent facilement de larges surfaces.
 La technologie de collage spécial (SV) garantit une haute résistance à la casse, prolongeant ainsi la durée de vie des crayons et réduisant le temps de taille.
 Fabriqués en bois certifié FSC, ils sont non toxiques, sûrs pour les enfants et disposent même d'un espace pour écrire leur nom.","Idéal pour les enfants plus âgés, ce pack de 12 crayons de couleur Grip présente un corps triangulaire ergonomique avec des points antidérapants pour une prise en main parfaite.
 Leurs mines, très résistantes à la casse et hautement pigmentées, offrent des couleurs riches et éclatantes.",180,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=116255",999,1,
1140663731,crayons-de-couleur-grip-boite-metalic-x24,116256,Products,simple,base,Indonesia,"CRAYONS DE COULEUR GRIP BOITE METALIC X24 ""FABER CASTELL"" REF:116256","Découvrez le pack de 24 crayons de couleur Grip, conçus spécifiquement pour les enfants plus âgés, afin d'allier confort et créativité.
 Leur corps triangulaire ergonomique, doté de la zone brevetée ""Soft-Grip"" avec des picots de préhension, assure un confort optimal et une prise en main correcte, évitant la fatigue lors de longues sessions de dessin.
 
 Grâce à leurs mines de 3,3 mm, douces et riches en pigments, ces crayons offrent des couleurs vives et intenses qui couvrent facilement de larges surfaces.
 La technologie de collage spécial (SV) garantit une haute résistance à la casse, prolongeant ainsi la durée de vie des crayons et réduisant le temps de taille.
 Fabriqués en bois certifié FSC, ils sont non toxiques, sûrs pour les enfants et disposent même d'un espace pour écrire leur nom.","Idéal pour les enfants plus âgés, ce pack de 24 crayons de couleur Grip présente un corps triangulaire ergonomique avec des points antidérapants pour une prise en main parfaite.
 Leurs mines, très résistantes à la casse et hautement pigmentées, offrent des couleurs riches et éclatantes.",290,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=116256",999,1,
1140663732,crayons-de-couleur-grip-boite-metalic-x36,116257,Products,simple,base,Indonesia,"CRAYONS DE COULEUR GRIP BOITE METALIC X36 ""FABER CASTELL"" REF:116257","Découvrez le pack de 36 crayons de couleur Grip, conçus spécifiquement pour les enfants plus âgés, afin d'allier confort et créativité.
 Leur corps triangulaire ergonomique, doté de la zone brevetée ""Soft-Grip"" avec des picots de préhension, assure un confort optimal et une prise en main correcte, évitant la fatigue lors de longues sessions de dessin.
 
 Grâce à leurs mines de 3,3 mm, douces et riches en pigments, ces crayons offrent des couleurs vives et intenses qui couvrent facilement de larges surfaces.
 La technologie de collage spécial (SV) garantit une haute résistance à la casse, prolongeant ainsi la durée de vie des crayons et réduisant le temps de taille.
 Fabriqués en bois certifié FSC, ils sont non toxiques, sûrs pour les enfants et disposent même d'un espace pour écrire leur nom.","Idéal pour les enfants plus âgés, ce pack de 36 crayons de couleur Grip présente un corps triangulaire ergonomique avec des points antidérapants pour une prise en main parfaite.
 Leurs mines, très résistantes à la casse et hautement pigmentées, offrent des couleurs riches et éclatantes.",400,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=116257",999,1,
1140663710,crayons-de-couleur-junior-grip-boite-rond-metal-x50,116258,Products,simple,base,Indonesia,"CRAYONS DE COULEUR JUNIOR GRIP BOITE ROND METAL X50 ""FABER CASTELL"" REF:116258","Découvrez le pot de 50 crayons de couleur Junior Grip, l'outil idéal pour les jeunes artistes.
 Ce pot métallique contient 50 crayons, répartis en 10 couleurs, parfait pour une utilisation en classe ou à la maison. Le design du crayon est spécialement pensé pour les petites mains : son large corps en bois de 8 mm de diamètre est de forme triangulaire ergonomique.
 Les picots de préhension ""Soft-Grip"" brevetés empêchent le glissement et encouragent une tenue correcte, garantissant ainsi un confort optimal sans fatigue.
 Les mines de 3,8 mm, douces et riches, offrent des couleurs intenses et couvrent de larges surfaces avec facilité.
 Grâce au procédé de collage spécial (SV), elles sont extrêmement résistantes à la casse, ce qui prolonge leur durée de vie et réduit le temps de taille.
 Fabriqués en bois certifié FSC, non toxiques et sûrs pour les enfants, ces crayons sont une option fiable, durable et respectueuse de l'environnement.
 Un espace est également prévu sur chaque crayon pour y inscrire le nom de l'enfant.","Ce pot de 50 crayons de couleur Junior Grip est spécialement conçu pour les enfants.
 Son large corps triangulaire et ses picots antidérapants assurent une prise en main ergonomique, et ses mines de 3,8 mm, très résistantes à la casse, délivrent des couleurs riches.",700,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=116258",999,1,
1140663709,crayons-de-couleur-junior-grip-boite-de-10-pcs,116260,Products,simple,base,Indonesia,"CRAYONS DE COULEUR JUNIOR GRIP BOITE DE 10 PCS ""FABER CASTELL"" REF:116260","Le pack de 10 crayons de couleur Junior Grip est l'outil parfait pour les jeunes artistes.
 Spécialement conçus pour les petites mains, ces crayons possèdent un large corps en bois de 8 mm et une forme triangulaire ergonomique qui encourage une prise en main correcte.
 Les picots de préhension brevetés ""Soft-Grip"" empêchent le glissement et offrent un confort maximal, même pendant les longues sessions de coloriage.
 Grâce à leurs mines de 3,8 mm, douces et riches, les crayons couvrent facilement de larges surfaces avec des couleurs éclatantes.
 La technologie de collage spécial (SV) garantit une haute résistance à la casse, ce qui prolonge leur durée de vie et réduit le besoin de les tailler.
 Fabriqués en bois certifié FSC, non toxiques et sûrs pour les enfants, ils sont également dotés d'un espace pour écrire leur nom.","Ce pack de 10 crayons de couleur Junior Grip est conçu pour les enfants, avec un large corps triangulaire et des picots antidérapants pour une prise en main idéale. Ses mines de 3,8 mm, très résistantes à la casse, délivrent des couleurs riches et sont fabriquées en bois certifié FSC.",110,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=116260",999,1,
1140663688,crayons-de-couleur-jumbo-boite-de-12-pcs,116501,Products,simple,base,Indonesia,"CRAYONS DE COULEUR JUMBO BOITE DE 12 PCS ""FABER CASTELL"" REF:116501","Offrez-vous un plaisir de coloriage unique avec ce pack de 12 crayons de couleur Jumbo Triangular.
 Spécialement conçus pour les jeunes artistes, ces crayons se distinguent par leur forme triangulaire ergonomique qui s'adapte parfaitement aux petites mains, que ce soit pour les droitiers ou les gauchers.
 Leurs mines extra-épaisses de 5,4 mm permettent une application de couleur douce et couvrante, pour des créations aux teintes vives et brillantes.
 Grâce au procédé de collage spécial (SV), les mines sont extrêmement résistantes à la casse, assurant une longue durée de vie.
 Fabriqués avec du bois issu de forêts certifiées durables, ces crayons sont à la fois fiables, confortables et respectueux de l'environnement.","Ce pack de 12 crayons de couleur Jumbo est idéal pour les jeunes artistes.
 Leur forme triangulaire ergonomique est parfaitement adaptée aux petites mains, et leurs mines extra-épaisses de 5,4 mm, très résistantes à la casse, délivrent des couleurs vives et douces.",160,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=116501",999,1,
1140663687,crayons-de-couleur-jumbo-boite-de-06-pcs,116506,Products,simple,base,Indonesia,"CRAYONS DE COULEUR JUMBO BOITE DE 06 PCS ""FABER CASTELL"" REF:116506","Offrez-vous un plaisir de coloriage unique avec ce pack de 06 crayons de couleur Jumbo Triangular.
 Spécialement conçus pour les jeunes artistes, ces crayons se distinguent par leur forme triangulaire ergonomique qui s'adapte parfaitement aux petites mains, que ce soit pour les droitiers ou les gauchers.
 Leurs mines extra-épaisses de 5,4 mm permettent une application de couleur douce et couvrante, pour des créations aux teintes vives et brillantes.
 Grâce au procédé de collage spécial (SV), les mines sont extrêmement résistantes à la casse, assurant une longue durée de vie.
 Fabriqués avec du bois issu de forêts certifiées durables, ces crayons sont à la fois fiables, confortables et respectueux de l'environnement.","Ce pack de 06 crayons de couleur Jumbo est idéal pour les jeunes artistes. Leur forme triangulaire ergonomique est parfaitement adaptée aux petites mains, et leurs mines extra-épaisses de 5,4 mm, très résistantes à la casse, délivrent des couleurs vives et douces.",80,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=116506",999,1,
1140663689,crayons-de-couleur-jumbo-boite-de-24-pcs,116524,Products,simple,base,Indonesia,"CRAYONS DE COULEUR JUMBO BOITE DE 24 PCS ""FABER CASTELL"" REF:116524","Offrez-vous un plaisir de coloriage unique avec ce pack de 24 crayons de couleur Jumbo Triangular.
 Spécialement conçus pour les jeunes artistes, ces crayons se distinguent par leur forme triangulaire ergonomique qui s'adapte parfaitement aux petites mains, que ce soit pour les droitiers ou les gauchers.
 Leurs mines extra-épaisses de 5,4 mm permettent une application de couleur douce et couvrante, pour des créations aux teintes vives et brillantes.
 Grâce au procédé de collage spécial (SV), les mines sont extrêmement résistantes à la casse, assurant une longue durée de vie. Fabriqués avec du bois issu de forêts certifiées durables, ces crayons sont à la fois fiables, confortables et respectueux de l'environnement.","Ce pack de 24 crayons de couleur Jumbo est idéal pour les jeunes artistes. Leur forme triangulaire ergonomique est parfaitement adaptée aux petites mains, et leurs mines extra-épaisses de 5,4 mm, très résistantes à la casse, délivrent des couleurs vives et douces.",310,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=116524",999,1,
1140663690,crayons-graphite-junior-grip-2b,116594,Products,simple,base,Indonesia,"CRAYONS GRAPHITE JUNIOR GRIP 2B ""FABER CASTELL"" REF:116594","Ce pack de 12 crayons graphite FABER CASTELL Junior Triangular est l'outil parfait pour les jeunes qui apprennent à écrire.
 Son design triangulaire et ergonomique a été spécialement pensé pour aider les débutants à tenir correctement leur crayon, réduisant ainsi la fatigue et améliorant leur confort.
 Chaque crayon est doté d'une mine de dureté HB qui offre un tracé de qualité et qui s'efface facilement.
 La mine bénéficie également d'un procédé de collage spécial qui la rend extrêmement résistante à la casse, ce qui vous permet de passer plus de temps à vous entraîner et moins de temps à tailler vos crayons.","Ce pack de 12 crayons graphite FABER CASTELL Junior Triangular est conçu pour les débutants.
 Sa forme triangulaire et épaisse favorise une bonne prise en main, et sa mine de dureté HB, très résistante à la casse, est facile à gommer.",120,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=116594",999,1,
1140663686,crayons-graphite-goldfaber-1222-hb,116800,Products,simple,base,Indonesia,"CRAYONS GRAPHITE GOLDFABER 1222 HB ""FABER CASTELL"" REF:116800","Le crayon graphite Goldfaber est le compagnon idéal des étudiants et jeunes artistes.
 Il offre une excellente performance pour l'écriture, le dessin et l'esquisse.
 Son corps de forme hexagonale assure une prise en main confortable, tandis que son design élégant, avec un corps bleu et des rayures dorées, en fait un objet aussi esthétique que fonctionnel.
 Sa mine de dureté HB est particulièrement résistante à la casse grâce au procédé de collage spécial (SV) de FABER CASTELL, garantissant une utilisation fiable et durable.
 De plus, il est équipé d'une gomme intégrée, ce qui en fait un outil complet et pratique.","Le crayon graphite Goldfaber est un outil polyvalent de haute qualité, parfait pour l'écriture, le dessin et l'esquisse.
 Sa mine HB, très résistante à la casse, et son corps hexagonal bleu orné de rayures dorées incluent une gomme pratique.",75,2,Taxable Goods,search,0,"mgs_brand=FABER CASTELL,techno_ref=116800",999,1,
