sku,name,country_of_manufacture,description,short_description,weight,additional_attributes,categories,product_type,attribute_set_code,product_websites,product_online,tax_class_name,visibility,price,qty,is_in_stock,variantes,PrepareConfiguration,configurable_variations
1140676537,"COUVERCLE CAISSE DE STOCKAGE PLASTIQUE PROBOX JAUNE PASTEL ""TECHNO"" REF: 70988",ALGERIA,"Le couvercle PROBOX est conçu pour fermer et protéger les caisses de rangement PROBOX. Fabriqué en polypropylène (PP) résistant, il assure une protection efficace contre la poussière et les saletés pendant le stockage ou le transport.
 
 Sa conception solide garantit un ajustement parfait avec les caisses PROBOX, permettant un empilage sécurisé et une meilleure organisation.
 
 - Plastique PP robuste
 - Protection contre poussière et saletés
 - Compatible avec caisses PROBOX
 - Idéal pour stockage et transport","Couvercle PROBOX JAUNE PASTEL robuste en plastique PP, conçu pour protéger et fermer les caisses PROBOX 52L lors du stockage ou du transport.",0.52,"mgs_brand=TECHNO,techno_ref=70988,color=JAUNE PASTEL",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140676537,color=JAUNE PASTEL",
1140676536,"COUVERCLE CAISSE DE STOCKAGE PLASTIQUE PROBOX CREVET PASTEL ""TECHNO"" REF: 70987",ALGERIA,"Le couvercle PROBOX est conçu pour fermer et protéger les caisses de rangement PROBOX. Fabriqué en polypropylène (PP) résistant, il assure une protection efficace contre la poussière et les saletés pendant le stockage ou le transport.
 
 Sa conception solide garantit un ajustement parfait avec les caisses PROBOX, permettant un empilage sécurisé et une meilleure organisation.
 
 - Plastique PP robuste
 - Protection contre poussière et saletés
 - Compatible avec caisses PROBOX
 - Idéal pour stockage et transport","Couvercle PROBOX CREVETTE PASTEL robuste en plastique PP, conçu pour protéger et fermer les caisses PROBOX 52L lors du stockage ou du transport.",0.52,"mgs_brand=TECHNO,techno_ref=70987,color=CREVETTE PASTEL",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140676536,color=CREVETTE PASTEL",
1140676535,"COUVERCLE CAISSE DE STOCKAGE PLASTIQUE PROBOX BLEU PASTEL ""TECHNO"" REF: 70986",ALGERIA,"Le couvercle PROBOX est conçu pour fermer et protéger les caisses de rangement PROBOX. Fabriqué en polypropylène (PP) résistant, il assure une protection efficace contre la poussière et les saletés pendant le stockage ou le transport.
 
 Sa conception solide garantit un ajustement parfait avec les caisses PROBOX, permettant un empilage sécurisé et une meilleure organisation.
 
 - Plastique PP robuste
 - Protection contre poussière et saletés
 - Compatible avec caisses PROBOX
 - Idéal pour stockage et transport","Couvercle PROBOX BLEU PASTEL robuste en plastique PP, conçu pour protéger et fermer les caisses PROBOX 52L lors du stockage ou du transport.",0.52,"mgs_brand=TECHNO,techno_ref=70986,color=BLEU PASTEL",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140676535,color=BLEU PASTEL",
1140676534,"COUVERCLE CAISSE DE STOCKAGE PLASTIQUE PROBOX JAUNE ""TECHNO"" REF: 70997",ALGERIA,"Le couvercle PROBOX est conçu pour fermer et protéger les caisses de rangement PROBOX. Fabriqué en polypropylène (PP) résistant, il assure une protection efficace contre la poussière et les saletés pendant le stockage ou le transport.
 
 Sa conception solide garantit un ajustement parfait avec les caisses PROBOX, permettant un empilage sécurisé et une meilleure organisation.
 
 - Plastique PP robuste
 - Protection contre poussière et saletés
 - Compatible avec caisses PROBOX
 - Idéal pour stockage et transport","Couvercle PROBOX JAUNE robuste en plastique PP, conçu pour protéger et fermer les caisses PROBOX 52L lors du stockage ou du transport.",0.52,"mgs_brand=TECHNO,techno_ref=70997,color=JAUNE",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140676534,color=JAUNE",
1140676533,"COUVERCLE CAISSE DE STOCKAGE PLASTIQUE PROBOX ORANGE ""TECHNO"" REF: 70996",ALGERIA,"Le couvercle PROBOX est conçu pour fermer et protéger les caisses de rangement PROBOX. Fabriqué en polypropylène (PP) résistant, il assure une protection efficace contre la poussière et les saletés pendant le stockage ou le transport.
 
 Sa conception solide garantit un ajustement parfait avec les caisses PROBOX, permettant un empilage sécurisé et une meilleure organisation.
 
 - Plastique PP robuste
 - Protection contre poussière et saletés
 - Compatible avec caisses PROBOX
 - Idéal pour stockage et transport","Couvercle PROBOX ORANGE robuste en plastique PP, conçu pour protéger et fermer les caisses PROBOX 52L lors du stockage ou du transport.",0.52,"mgs_brand=TECHNO,techno_ref=70996,color=ORANGE",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140676533,color=ORANGE",
1140676532,"COUVERCLE CAISSE DE STOCKAGE PLASTIQUE PROBOX GRIS ""TECHNO"" REF: 70995",ALGERIA,"Le couvercle PROBOX est conçu pour fermer et protéger les caisses de rangement PROBOX. Fabriqué en polypropylène (PP) résistant, il assure une protection efficace contre la poussière et les saletés pendant le stockage ou le transport.
 
 Sa conception solide garantit un ajustement parfait avec les caisses PROBOX, permettant un empilage sécurisé et une meilleure organisation.
 
 - Plastique PP robuste
 - Protection contre poussière et saletés
 - Compatible avec caisses PROBOX
 - Idéal pour stockage et transport","Couvercle PROBOX GRIS robuste en plastique PP, conçu pour protéger et fermer les caisses PROBOX 52L lors du stockage ou du transport.",0.52,"mgs_brand=TECHNO,techno_ref=70995,color=GRIS",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140676532,color=GRIS",
1140676531,"COUVERCLE CAISSE DE STOCKAGE PLASTIQUE PROBOX VERT ""TECHNO"" REF: 70994",ALGERIA,"Le couvercle PROBOX est conçu pour fermer et protéger les caisses de rangement PROBOX. Fabriqué en polypropylène (PP) résistant, il assure une protection efficace contre la poussière et les saletés pendant le stockage ou le transport.
 
 Sa conception solide garantit un ajustement parfait avec les caisses PROBOX, permettant un empilage sécurisé et une meilleure organisation.
 
 - Plastique PP robuste
 - Protection contre poussière et saletés
 - Compatible avec caisses PROBOX
 - Idéal pour stockage et transport","Couvercle PROBOX VERT robuste en plastique PP, conçu pour protéger et fermer les caisses PROBOX 52L lors du stockage ou du transport.",0.52,"mgs_brand=TECHNO,techno_ref=70994,color=VERT",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140676531,color=VERT",
1140676530,"COUVERCLE CAISSE DE STOCKAGE PLASTIQUE PROBOX BLEU ""TECHNO"" REF: 70991",ALGERIA,"Le couvercle PROBOX est conçu pour fermer et protéger les caisses de rangement PROBOX. Fabriqué en polypropylène (PP) résistant, il assure une protection efficace contre la poussière et les saletés pendant le stockage ou le transport.
 
 Sa conception solide garantit un ajustement parfait avec les caisses PROBOX, permettant un empilage sécurisé et une meilleure organisation.
 
 - Plastique PP robuste
 - Protection contre poussière et saletés
 - Compatible avec caisses PROBOX
 - Idéal pour stockage et transport","Couvercle PROBOX BLEU robuste en plastique PP, conçu pour protéger et fermer les caisses PROBOX 52L lors du stockage ou du transport.",0.52,"mgs_brand=TECHNO,techno_ref=70991,color=BLEU",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140676530,color=BLEU",
1140676529,"COUVERCLE CAISSE DE STOCKAGE PLASTIQUE PROBOX ROUGE ""TECHNO"" REF: 70990",ALGERIA,"Le couvercle PROBOX est conçu pour fermer et protéger les caisses de rangement PROBOX. Fabriqué en polypropylène (PP) résistant, il assure une protection efficace contre la poussière et les saletés pendant le stockage ou le transport.
 
 Sa conception solide garantit un ajustement parfait avec les caisses PROBOX, permettant un empilage sécurisé et une meilleure organisation.
 
 - Plastique PP robuste
 - Protection contre poussière et saletés
 - Compatible avec caisses PROBOX
 - Idéal pour stockage et transport","Couvercle PROBOX ROUGE robuste en plastique PP, conçu pour protéger et fermer les caisses PROBOX 52L lors du stockage ou du transport.",0.52,"mgs_brand=TECHNO,techno_ref=70990,color=ROUGE",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140676529,color=ROUGE",
1140676528,"COUVERCLE CAISSE DE STOCKAGE PLASTIQUE PROBOX NOIR ""TECHNO"" REF: 70985",ALGERIA,"Le couvercle PROBOX est conçu pour fermer et protéger les caisses de rangement PROBOX. Fabriqué en polypropylène (PP) résistant, il assure une protection efficace contre la poussière et les saletés pendant le stockage ou le transport.
 
 Sa conception solide garantit un ajustement parfait avec les caisses PROBOX, permettant un empilage sécurisé et une meilleure organisation.
 
 - Plastique PP robuste
 - Protection contre poussière et saletés
 - Compatible avec caisses PROBOX
 - Idéal pour stockage et transport","Couvercle PROBOX NOIR robuste en plastique PP, conçu pour protéger et fermer les caisses PROBOX 52L lors du stockage ou du transport.",0.52,"mgs_brand=TECHNO,techno_ref=70985,color=NOIR",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140676528,color=NOIR",
1140672336,"CARTOUCHE D'ENCRE THINKY POUR MARQUEUR TABLEAU BLANC ROSE 3,2 g ""TECHNO"" REF: 8514",CHINA,"Les cartouches d’encre Thinky pour marqueur tableau blanc permettent de recharger facilement vos marqueurs et de prolonger leur durée d’utilisation.
 
 Avec une contenance de 6 g, elles garantissent une écriture fluide, des couleurs visibles et un effacement facile sur le tableau. Idéales pour écoles, bureaux et salles de formation, elles représentent une solution pratique et économique.
 
 Caractéristiques :
 
 - Recharge pour marqueur tableau blanc
 
 - Contenance : 6 g
 
 - Couleur rose 
 
 - Écriture fluide et effaçable",Cartouche d'encre Thinky pour marqueur tableau blanc. Recharge pratique de 6g offrant une écriture fluide de couleur rose.,0.0073785,"mgs_brand=TECHNO,techno_ref=8514,color=ROSE",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140672336,color=ROSE",
1140672331,"CARTOUCHE D'ENCRE THINKY POUR MARQUEUR TABLEAU BLANC JAUNE 3,2 g ""TECHNO"" REF: 8509",CHINA,"Les cartouches d’encre Thinky pour marqueur tableau blanc permettent de recharger facilement vos marqueurs et de prolonger leur durée d’utilisation.
 
 Avec une contenance de 6 g, elles garantissent une écriture fluide, des couleurs visibles et un effacement facile sur le tableau. Idéales pour écoles, bureaux et salles de formation, elles représentent une solution pratique et économique.
 
 Caractéristiques :
 
 - Recharge pour marqueur tableau blanc
 
 - Contenance : 6 g
 
 - Couleur jaune
 
 - Écriture fluide et effaçable",Cartouche d'encre Thinky pour marqueur tableau blanc. Recharge pratique de 6g offrant une écriture fluide de couleur jaune,0.0073785,"mgs_brand=TECHNO,techno_ref=8509,color=JAUNE",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140672331,color=JAUNE",
1140672330,"CARTOUCHE D'ENCRE THINKY POUR MARQUEUR TABLEAU BLANC ORANGE 3,2 ""TECHNO"" REF: 8508",CHINA,"Les cartouches d’encre Thinky pour marqueur tableau blanc permettent de recharger facilement vos marqueurs et de prolonger leur durée d’utilisation.
 
 Avec une contenance de 6 g, elles garantissent une écriture fluide, des couleurs visibles et un effacement facile sur le tableau. Idéales pour écoles, bureaux et salles de formation, elles représentent une solution pratique et économique.
 
 Caractéristiques :
 
 - Recharge pour marqueur tableau blanc
 
 - Contenance : 6 g
 
 - Couleur orange
 
 - Écriture fluide et effaçable",Cartouche d'encre Thinky pour marqueur tableau blanc. Recharge pratique de 6g offrant une écriture fluide de couleur orange,0.0073785,"mgs_brand=TECHNO,techno_ref=8508,color=ORANGE",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140672330,color=ORANGE",
1140616983,"CARTOUCHE D'ENCRE THINKY POUR MARQUEUR TABLEAU BLANC ROUGE 3,2 g ""TECHNO"" REF: 4997",CHINA,"Les cartouches d’encre Thinky pour marqueur tableau blanc permettent de recharger facilement vos marqueurs et de prolonger leur durée d’utilisation.
 
 Avec une contenance de 6 g, elles garantissent une écriture fluide, des couleurs visibles et un effacement facile sur le tableau. Idéales pour écoles, bureaux et salles de formation, elles représentent une solution pratique et économique.
 
 Caractéristiques :
 
 - Recharge pour marqueur tableau blanc
 
 - Contenance : 6 g
 
 - Couleur rouge
 
 - Écriture fluide et effaçable",Cartouche d'encre Thinky pour marqueur tableau blanc. Recharge pratique de 6g offrant une écriture fluide de couleur rouge,0.0073785,"mgs_brand=TECHNO,techno_ref=4997,color=ROUGE",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140616983,color=ROUGE",
1140616982,"CARTOUCHE D'ENCRE THINKY POUR MARQUEUR TABLEAU BLANC VERT 3,2 g ""TECHNO"" REF: 4996",CHINA,"Les cartouches d’encre Thinky pour marqueur tableau blanc permettent de recharger facilement vos marqueurs et de prolonger leur durée d’utilisation.
 
 Avec une contenance de 6 g, elles garantissent une écriture fluide, des couleurs visibles et un effacement facile sur le tableau. Idéales pour écoles, bureaux et salles de formation, elles représentent une solution pratique et économique.
 
 Caractéristiques :
 
 - Recharge pour marqueur tableau blanc
 
 - Contenance : 6 g
 
 - Couleur vert
 
 - Écriture fluide et effaçable",Cartouche d'encre Thinky pour marqueur tableau blanc. Recharge pratique de 6g offrant une écriture fluide de couleur vert,0.0073785,"mgs_brand=TECHNO,techno_ref=4996,color=VERT",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140616982,color=VERT",
1140616981,"CARTOUCHE D'ENCRE THINKY POUR MARQUEUR TABLEAU BLANC NOIR 3,2 g ""TECHNO"" REF: 4995",CHINA,"Les cartouches d’encre Thinky pour marqueur tableau blanc permettent de recharger facilement vos marqueurs et de prolonger leur durée d’utilisation.
 
 Avec une contenance de 6 g, elles garantissent une écriture fluide, des couleurs visibles et un effacement facile sur le tableau. Idéales pour écoles, bureaux et salles de formation, elles représentent une solution pratique et économique.
 
 Caractéristiques :
 
 - Recharge pour marqueur tableau blanc
 
 - Contenance : 6 g
 
 - Couleur noir
 
 - Écriture fluide et effaçable",Cartouche d'encre Thinky pour marqueur tableau blanc. Recharge pratique de 6g offrant une écriture fluide de couleur noir,0.0073785,"mgs_brand=TECHNO,techno_ref=4995,color=NOIR",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140616981,color=NOIR",
1140616980,"CARTOUCHE D'ENCRE THINKY POUR MARQUEUR TABLEAU BLANC BLEU 3,2 g ""TECHNO"" REF: 4994",CHINA,"Les cartouches d’encre Thinky pour marqueur tableau blanc permettent de recharger facilement vos marqueurs et de prolonger leur durée d’utilisation.
 
 Avec une contenance de 6 g, elles garantissent une écriture fluide, des couleurs visibles et un effacement facile sur le tableau. Idéales pour écoles, bureaux et salles de formation, elles représentent une solution pratique et économique.
 
 Caractéristiques :
 
 - Recharge pour marqueur tableau blanc
 
 - Contenance : 6 g
 
 - Couleur bleu
 
 - Écriture fluide et effaçable",Cartouche d'encre Thinky pour marqueur tableau blanc. Recharge pratique de 6g offrant une écriture fluide de couleur bleu,0.0073785,"mgs_brand=TECHNO,techno_ref=4994,color=BLEU",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140616980,color=BLEU",
1140669434,"LOUPE DIAMETRE 100 MM MACRO ""TECHNO"" REF: 7853",CHINA,"La loupe Macro Techno est conçue pour faciliter la lecture et l’observation des petits détails. Grâce à son grossissement puissant, elle permet d’agrandir clairement les textes, images et objets.
 
 Son design ergonomique avec poignée confortable assure une prise en main facile, idéale pour les étudiants, bureaux, travaux scolaires ou loisirs. Disponible en plusieurs tailles et niveaux de grossissement pour s’adapter à différents besoins.
 
 Caractéristiques :
 
 Loupe de lecture pratique
 
 Grossissement : 100 mm
 
 Différents diamètres disponibles
 
 Poignée ergonomique
 
 Idéale pour lecture, école et bureau","Loupe Macro 100 mm de Techno pratique pour agrandir textes et images avec une vision claire. Idéale pour la lecture, l’étude et les travaux de précision",0,"mgs_brand=TECHNO,techno_ref=7853,diameter=100mm",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140669434,diameter=100mm",
1140669433,"LOUPE DIAMETRE 90 MM MACRO ""TECHNO"" REF: 7852",CHINA,"La loupe Macro Techno est conçue pour faciliter la lecture et l’observation des petits détails. Grâce à son grossissement puissant, elle permet d’agrandir clairement les textes, images et objets.
 
 Son design ergonomique avec poignée confortable assure une prise en main facile, idéale pour les étudiants, bureaux, travaux scolaires ou loisirs. Disponible en plusieurs tailles et niveaux de grossissement pour s’adapter à différents besoins.
 
 Caractéristiques :
 
 Loupe de lecture pratique
 
 Grossissement : 90 mm 
 
 Différents diamètres disponibles
 
 Poignée ergonomique
 
 Idéale pour lecture, école et bureau","Loupe Macro 90 mm de Techno pratique pour agrandir textes et images avec une vision claire. Idéale pour la lecture, l’étude et les travaux de précision",0,"mgs_brand=TECHNO,techno_ref=7852,diameter=90mm",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140669433,diameter=90mm",
1140669158,"LOUPE DIAMETRE 75 MM MACRO ""TECHNO"" REF: 7851",CHINA,"La loupe Macro Techno est conçue pour faciliter la lecture et l’observation des petits détails. Grâce à son grossissement puissant, elle permet d’agrandir clairement les textes, images et objets.
 
 Son design ergonomique avec poignée confortable assure une prise en main facile, idéale pour les étudiants, bureaux, travaux scolaires ou loisirs. Disponible en plusieurs tailles et niveaux de grossissement pour s’adapter à différents besoins.
 
 Caractéristiques :
 
 Loupe de lecture pratique
 
 Grossissement : 75 mm
 
 Différents diamètres disponibles
 
 Poignée ergonomique
 
 Idéale pour lecture, école et bureau","Loupe Macro 75 mm de Techno pratique pour agrandir textes et images avec une vision claire. Idéale pour la lecture, l’étude et les travaux de précision",0,"mgs_brand=TECHNO,techno_ref=7851,diameter=75mm",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140669158,diameter=75mm",
1140669154,"LOUPE DIAMETRE 60 MM MACRO ""TECHNO"" REF: 7850",CHINA,"La loupe Macro Techno est conçue pour faciliter la lecture et l’observation des petits détails. Grâce à son grossissement puissant, elle permet d’agrandir clairement les textes, images et objets.
 
 Son design ergonomique avec poignée confortable assure une prise en main facile, idéale pour les étudiants, bureaux, travaux scolaires ou loisirs. Disponible en plusieurs tailles et niveaux de grossissement pour s’adapter à différents besoins.
 
 Caractéristiques :
 
 Loupe de lecture pratique
 
 Grossissement : 60 mm
 
 Différents diamètres disponibles
 
 Poignée ergonomique
 
 Idéale pour lecture, école et bureau","Loupe Macro 60 mm de Techno pratique pour agrandir textes et images avec une vision claire. Idéale pour la lecture, l’étude et les travaux de précision",0,"mgs_brand=TECHNO,techno_ref=7850,diameter=60mm",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140669154,diameter=60mm",
1140669437,"LOUPE DIAMETRE 100 MM VIEW ""TECHNO"" REF: 7856",CHINA,"La loupe View de Techno est conçue pour faciliter la lecture et l’observation des petits détails. Grâce à son grossissement puissant, elle permet d’agrandir clairement les textes, images et objets.
 
 Son design ergonomique avec poignée confortable assure une prise en main facile, idéale pour les étudiants, bureaux, travaux scolaires ou loisirs. Disponible en plusieurs tailles et niveaux de grossissement pour s’adapter à différents besoins.
 
 Caractéristiques :
 
 Loupe de lecture pratique
 
 Grossissement : 100 mm
 
 Différents diamètres disponibles
 
 Poignée ergonomique
 
 Idéale pour lecture, école et bureau","Loupe View 100 mm de Techno pratique pour agrandir textes et images avec une vision claire. Idéale pour la lecture, l’étude et les travaux de précision",0,"mgs_brand=TECHNO,techno_ref=7856,diameter=100mm",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140669437,diameter=100mm",
1140669436,"LOUPE DIAMETRE 90 MM VIEW ""TECHNO"" REF: 7855",CHINA,"La loupe View de Techno est conçue pour faciliter la lecture et l’observation des petits détails. Grâce à son grossissement puissant, elle permet d’agrandir clairement les textes, images et objets.
 
 Son design ergonomique avec poignée confortable assure une prise en main facile, idéale pour les étudiants, bureaux, travaux scolaires ou loisirs. Disponible en plusieurs tailles et niveaux de grossissement pour s’adapter à différents besoins.
 
 Caractéristiques :
 
 Loupe de lecture pratique
 
 Grossissement : 90 mm
 
 Différents diamètres disponibles
 
 Poignée ergonomique
 
 Idéale pour lecture, école et bureau","Loupe View 90 mm de Techno pratique pour agrandir textes et images avec une vision claire. Idéale pour la lecture, l’étude et les travaux de précision",0,"mgs_brand=TECHNO,techno_ref=7855,diameter=90mm",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140669436,diameter=90mm",
1140669435,"LOUPE DIAMETRE 75 MM VIEW ""TECHNO"" REF: 7854",CHINA,"La loupe View de Techno est conçue pour faciliter la lecture et l’observation des petits détails. Grâce à son grossissement puissant, elle permet d’agrandir clairement les textes, images et objets.
 
 Son design ergonomique avec poignée confortable assure une prise en main facile, idéale pour les étudiants, bureaux, travaux scolaires ou loisirs. Disponible en plusieurs tailles et niveaux de grossissement pour s’adapter à différents besoins.
 
 Caractéristiques :
 
 Loupe de lecture pratique
 
 Grossissement : 75 mm
 
 Différents diamètres disponibles
 
 Poignée ergonomique
 
 Idéale pour lecture, école et bureau","Loupe View 75 mm de Techno pratique pour agrandir textes et images avec une vision claire. Idéale pour la lecture, l’étude et les travaux de précision",0,"mgs_brand=TECHNO,techno_ref=7854,diameter=75mm",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140669435,diameter=75mm",
1140669440,"LOUPE DIAMETRE 90 MM NOBLE ""TECHNO"" REF: 7859",CHINA,"La loupe NOBLE de Techno est conçue pour faciliter la lecture et l’observation des petits détails. Grâce à son grossissement puissant, elle permet d’agrandir clairement les textes, images et objets.
 
 Son design ergonomique avec poignée confortable assure une prise en main facile, idéale pour les étudiants, bureaux, travaux scolaires ou loisirs. Disponible en plusieurs tailles et niveaux de grossissement pour s’adapter à différents besoins.
 
 Caractéristiques :
 
 Loupe de lecture pratique
 
 Grossissement : 90 mm
 
 Différents diamètres disponibles
 
 Poignée ergonomique
 
 Idéale pour lecture, école et bureau","Loupe NOBLE 90 mm de Techno pratique pour agrandir textes et images avec une vision claire. Idéale pour la lecture, l’étude et les travaux de précision",0,"mgs_brand=TECHNO,techno_ref=7859,diameter=90mm",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140669440,diameter=90mm",
1140669439,"LOUPE DIAMETRE 75 MM NOBLE ""TECHNO"" REF: 7858",CHINA,"La loupe NOBLE de Techno est conçue pour faciliter la lecture et l’observation des petits détails. Grâce à son grossissement puissant, elle permet d’agrandir clairement les textes, images et objets.
 
 Son design ergonomique avec poignée confortable assure une prise en main facile, idéale pour les étudiants, bureaux, travaux scolaires ou loisirs. Disponible en plusieurs tailles et niveaux de grossissement pour s’adapter à différents besoins.
 
 Caractéristiques :
 
 Loupe de lecture pratique
 
 Grossissement : 75 mm
 
 Différents diamètres disponibles
 
 Poignée ergonomique
 
 Idéale pour lecture, école et bureau","Loupe NOBLE 75 mm de Techno pratique pour agrandir textes et images avec une vision claire. Idéale pour la lecture, l’étude et les travaux de précision",0,"mgs_brand=TECHNO,techno_ref=7858,diameter=75mm",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140669439,diameter=75mm",
1140669438,"LOUPE DIAMETRE 50 MM NOBLE ""TECHNO"" REF: 7857",CHINA,"La loupe NOBLE de Techno est conçue pour faciliter la lecture et l’observation des petits détails. Grâce à son grossissement puissant, elle permet d’agrandir clairement les textes, images et objets.
 
 Son design ergonomique avec poignée confortable assure une prise en main facile, idéale pour les étudiants, bureaux, travaux scolaires ou loisirs. Disponible en plusieurs tailles et niveaux de grossissement pour s’adapter à différents besoins.
 
 Caractéristiques :
 
 Loupe de lecture pratique
 
 Grossissement : 50 mm
 
 Différents diamètres disponibles
 
 Poignée ergonomique
 
 Idéale pour lecture, école et bureau","Loupe NOBLE 50 mm de Techno pratique pour agrandir textes et images avec une vision claire. Idéale pour la lecture, l’étude et les travaux de précision",0,"mgs_brand=TECHNO,techno_ref=7857,diameter=50mm",,simple,,base,2,Taxable Goods,search,0,999,1,,"sku=1140669438,diameter=50mm",
1140679438,"CASQUE RGB WAVEX NOIR ""TECHNO"" REF: 8730",CHINA,"Le WAVEX offre une expérience sonore claire et immersive, idéale pour le gaming, les appels et la musique. Son microphone ajustable assure une communication nette, tandis que ses coussinets confortables permettent une utilisation prolongée. Son design moderne avec éclairage RGB apporte une touche dynamique à votre setup.","Casque gaming WAVEX avec son puissant, microphone ajustable et éclairage RGB pour une expérience immersive.",0,"mgs_brand=TECHNO,techno_ref=8730",,simple,,base,2,Taxable Goods,search,0,999,1,,,
1140679437,"CASQUE RGB WAVEX NOIR ""TECHNO"" REF: 8729",CHINA,"Le WAVEX offre une expérience sonore claire et immersive, idéale pour le gaming, les appels et la musique. Son microphone ajustable assure une communication nette, tandis que ses coussinets confortables permettent une utilisation prolongée. Son design moderne avec éclairage RGB apporte une touche dynamique à votre setup.","Casque gaming WAVEX avec son puissant, microphone ajustable et éclairage RGB pour une expérience immersive.",0,"mgs_brand=TECHNO,techno_ref=8729",,simple,,base,2,Taxable Goods,search,0,999,1,,,
1140679436,"CASQUE WAVEX NOIR ""TECHNO"" REF: 8728",CHINA,"Le WAVEX propose un son équilibré et un design ergonomique pour un confort durable. Son microphone intégré et ses coussinets souples en font un choix pratique pour les appels, la musique et le gaming occasionnel.",Casque WAVEX léger et confortable offrant un son clair pour une utilisation quotidienne.,0,"mgs_brand=TECHNO,techno_ref=8728",,simple,,base,2,Taxable Goods,search,0,999,1,,,
1140679432,"SOURIS RGB SANS FIL CLICKY NOIR ""TECHNO"" REF: 8725",CHINA,"La CLICKY RGB est une souris moderne offrant un contrôle fluide et un design confortable. Elle dispose d’un éclairage RGB, d’une batterie rechargeable intégrée et d’une prise en main ergonomique pour un usage prolongé. Idéale pour le travail, les études et l’utilisation quotidienne.","Souris CLICKY RGB avec éclairage RGB, design ergonomique et batterie rechargeable pour une utilisation pratique.",0,"mgs_brand=TECHNO,techno_ref=8725",,simple,,base,2,Taxable Goods,search,0,999,1,,,
1140679112,"CLAVIER ET SOURIS SANS FIL TAPPEX VERT ""TECHNO"" REF: 8708",CHINA,"Le TECHNO TAPPEX est un ensemble de clavier et souris sans fil conçu pour un usage pratique et confortable. Le clavier dispose de touches arabes, d’une connexion 2.4G stable et d’un support intégré pour smartphone ou tablette. Compatible Windows et Mac, il fonctionne avec piles AA et convient parfaitement au bureau et à la maison.
 
 Caractéristiques
 - Connexion sans fil 2.4G
 - Touches avec lettres arabes
 - Support pour smartphone / tablette
 - Compatible Windows & Mac
 - Fonctionne avec piles AA
 - couleur vert","Combo clavier et souris sans fil 2.4G avec touches arabes, compatible Windows / Mac et support pour smartphone, couleur vert",0,"mgs_brand=TECHNO,techno_ref=8708",,simple,,base,2,Taxable Goods,search,0,999,1,,,
1140679111,"CLAVIER ET SOURIS SANS FIL TAPPEX NOIR ""TECHNO"" REF: 8707",CHINA,"Le TECHNO TAPPEX est un ensemble clavier et souris sans fil conçu pour un usage pratique et confortable. Le clavier dispose de touches arabes, d’une connexion 2.4G stable et d’un support intégré pour smartphone ou tablette. Compatible Windows et Mac, il fonctionne avec piles AA et convient parfaitement au bureau et à la maison.
 
 Caractéristiques
 - Connexion sans fil 2.4G
 - Touches avec lettres arabes
 - Support pour smartphone / tablette
 - Compatible Windows & Mac
 - Fonctionne avec piles AA
 - couleur noir","Combo clavier et souris sans fil 2.4G avec touches arabes, compatible Windows / Mac et support pour smartphone, couleur noir",0,"mgs_brand=TECHNO,techno_ref=8707",,simple,,base,2,Taxable Goods,search,0,999,1,,,
