entity_id,sku,type_id,attribute_set_id,created_at,updated_at,a_la_une,am_allow_open_amount,am_available_for_wrapping,am_email_template,am_giftcard_code_image,am_giftcard_code_set,am_giftcard_fee_enable,am_giftcard_fee_type,am_giftcard_fee_value,am_giftcard_lifetime,am_giftcard_prices,am_giftcard_type,am_giftcard_usage,am_offer_item_condition,am_open_amount_max,am_open_amount_min,am_shipping_type,amasty_conf_flipper_image,amasty_conf_matrix,amasty_preorder_cart_label,amasty_preorder_note,amrolepermissions_owner,amtoolkit_canonical,amtoolkit_robots,amxnotif_hide_alert,best_seller,capacity,category_ids,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout,custom_layout_update,custom_layout_update_file,custom_stock_status,description,diameter,dimension,en_promo,format,gallery,gender_product,gift_message_available,has_options,hide_quote_buy_button,image,image_label,links_exist,links_purchased_separately,links_title,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,mgs_brand,minimal_price,mptablerate_shipping_group,msrp,msrp_display_actual_price_type,mwishlist_sku,name,news_from_date,news_to_date,old_id,options_container,page_layout,pattern,price,price_type,price_view,quantity_and_stock_status,quickorder_sku,required_options,rma_allowed,samples_title,shipment_type,short_description,simple_preselect,size,sku,sku_type,sm_degree_height,sm_degree_index,sm_degree_path,sm_degree_width,sm_featured,sm_hoverimage,sm_sizechart,small_image,small_image_label,special_from_date,special_price,special_to_date,status,swatch_image,tax_class_id,techno_ref,thickness,thumb_ar_image,thumb_degree_image,thumbnail,thumbnail_label,tier_price,trending,type,updated_at,url_key,url_path,visibility,weight,weight_type
2818,111823472,simple,23,"0000-00-00 00:00:00","2026-01-21 14:28:10",0,,0,,,,,,,,,,,1,,,0,,,,,,,default,0,0,,,,,CN,,,,,,,,,0,,,,,,,0,,0,/c/a/caisse-enregistreuse-casio-ref-140crs-0.jpg,"CAISSE ENREGISTREUSE ""CASIO"" REF: 140CRS",,,,,,"La petite caisse noire pour tous les jours.","CAISSE,ENREGISTREUSE,CASIO,140CRS","CAISSE ENREGISTREUSE ""CASIO"" REF: 140CRS",385,,,,0,,"CAISSE ENREGISTREUSE ""CASIO"" REF: 140CRS",,,,container2,,,32500.000000,,,1,,,1,,,"La petite caisse noire pour tous les jours.",,,111823472,,,,,,0,,,/c/a/caisse-enregistreuse-casio-ref-140crs-0.jpg,"CAISSE ENREGISTREUSE ""CASIO"" REF: 140CRS",,,,1,/c/a/caisse-enregistreuse-casio-ref-140crs-0.jpg,2,140CRS,,,,/c/a/caisse-enregistreuse-casio-ref-140crs-0.jpg,"CAISSE ENREGISTREUSE ""CASIO"" REF: 140CRS",,0,,,caisse-enregistreuse-casio-ref-140crs,,4,4.100000,
2819,111823479,simple,23,"2021-04-18 15:36:32","2026-01-21 14:28:10",0,,0,,,,,,,,,,,1,,,0,,,,,0,,default,0,0,,,,,CN,,,,,,,,,0,,,,,,,0,,0,/c/a/caisse-enregistreuse-casio-ref-se-s10m-0_1.jpg,"CAISSE ENREGISTREUSE ""CASIO"" REF: SE-S10M",,,,,,"La petite caisse noire pour tous les jours.","CAISSE,ENREGISTREUSE,CASIO,SE-S10M","CAISSE ENREGISTREUSE ""CASIO"" REF: SE-S10M",385,,,,0,,"CAISSE ENREGISTREUSE ""CASIO"" REF: SE-S10M",,,,container2,,,39500.000000,,,1,,,1,,,"La petite caisse noire pour tous les jours.",,,111823479,,,,,,0,,,/c/a/caisse-enregistreuse-casio-ref-se-s10m-0_1.jpg,"CAISSE ENREGISTREUSE ""CASIO"" REF: SE-S10M",,,,1,/c/a/caisse-enregistreuse-casio-ref-se-s10m-0_1.jpg,2,SE-S10M,,,,/c/a/caisse-enregistreuse-casio-ref-se-s10m-0_1.jpg,"CAISSE ENREGISTREUSE ""CASIO"" REF: SE-S10M",,0,,,caisse-enregistreuse-casio-ref-se-s10m,,4,5.000000,
2820,111823482,simple,23,"2021-04-18 15:36:32","2026-01-21 14:28:10",0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,CN,,,,,,,,,0,,,,,,,0,,,/c/a/caisse-enregistreuse-casio-ref-se-s100sg-bk-0.jpg,"CAISSE ENREGISTREUSE ""CASIO"" REF: SE-S100SG-BK",,,,,,"Une solution idéale pour tous les commerces, grâce à son design moderne et élégant et à ses fonctionnalités innovantes .","CAISSE,ENREGISTREUSE,CASIO,SE-S100SG-BK","CAISSE ENREGISTREUSE ""CASIO"" REF: SE-S100SG-BK",385,,,,0,,"CAISSE ENREGISTREUSE ""CASIO"" REF: SE-S100SG-BK",,,,container2,,,43000.000000,,,1,,,1,,,"Une solution idéale pour tous les commerces, grâce à son design moderne et élégant et à ses fonctionnalités innovantes .",,,111823482,,,,,,,,,/c/a/caisse-enregistreuse-casio-ref-se-s100sg-bk-0.jpg,"CAISSE ENREGISTREUSE ""CASIO"" REF: SE-S100SG-BK",,,,1,/c/a/caisse-enregistreuse-casio-ref-se-s100sg-bk-0.jpg,2,SE-S100SG-BK,,,,/c/a/caisse-enregistreuse-casio-ref-se-s100sg-bk-0.jpg,"CAISSE ENREGISTREUSE ""CASIO"" REF: SE-S100SG-BK",,0,,,caisse-enregistreuse-casio-ref-se-s100sg-bk,,4,3.300000,
2821,111823481,simple,23,"2021-04-18 15:36:32","2026-01-21 14:28:10",0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,CN,,,,,,,,,0,,,,,,,0,,,/c/a/caisse-enregistreuse-casio-ref-se-s100mg-bk-0.jpg,"CAISSE ENREGISTREUSE ""CASIO"" REF: SE-S100MG-BK",,,,,,"Une solution idéale pour tous les commerces, grâce à son design moderne et élégant et à ses fonctionnalités innovantes .","CAISSE,ENREGISTREUSE,CASIO,SE-S100MG-BK","CAISSE ENREGISTREUSE ""CASIO"" REF: SE-S100MG-BK",385,,,,0,,"CAISSE ENREGISTREUSE ""CASIO"" REF: SE-S100MG-BK",,,,container2,,,48500.000000,,,1,,,1,,,"Une solution idéale pour tous les commerces, grâce à son design moderne et élégant et à ses fonctionnalités innovantes .",,,111823481,,,,,,,,,/c/a/caisse-enregistreuse-casio-ref-se-s100mg-bk-0.jpg,"CAISSE ENREGISTREUSE ""CASIO"" REF: SE-S100MG-BK",,,,1,/c/a/caisse-enregistreuse-casio-ref-se-s100mg-bk-0.jpg,2,SE-S100MG-BK,,,,/c/a/caisse-enregistreuse-casio-ref-se-s100mg-bk-0.jpg,"CAISSE ENREGISTREUSE ""CASIO"" REF: SE-S100MG-BK",,0,,,caisse-enregistreuse-casio-ref-se-s100mg-bk,,4,7.300000,
2822,111823480,simple,23,"2021-04-18 15:36:32","2026-01-21 14:28:10",0,,0,,,,,,,,,,,1,,,0,,,,,0,,default,0,0,,,,,CN,,,,,,,,,0,,,,,,,0,,0,/c/a/caisse-enregistreuse-casio-ref-se-s400m-0.jpg,"CAISSE ENREGISTREUSE ""CASIO"" REF: SE-S400M",,,,,,"Une solution idéale pour tous les commerces, grâce à son design moderne et élégant et à ses fonctionnalités innovantes .","CAISSE,ENREGISTREUSE,CASIO,SE-S400M","CAISSE ENREGISTREUSE ""CASIO"" REF: SE-S400M",385,,,,0,,"CAISSE ENREGISTREUSE ""CASIO"" REF: SE-S400M",,,,container2,,,53500.000000,,,1,,,1,,,"Une solution idéale pour tous les commerces, grâce à son design moderne et élégant et à ses fonctionnalités innovantes .",,,111823480,,,,,,0,,,/c/a/caisse-enregistreuse-casio-ref-se-s400m-0.jpg,"CAISSE ENREGISTREUSE ""CASIO"" REF: SE-S400M",,,,1,/c/a/caisse-enregistreuse-casio-ref-se-s400m-0.jpg,2,SE-S400M,,,,/c/a/caisse-enregistreuse-casio-ref-se-s400m-0.jpg,"CAISSE ENREGISTREUSE ""CASIO"" REF: SE-S400M",,0,,,caisse-enregistreuse-casio-ref-se-s400m,,4,10.000000,
2823,111823473,simple,23,"2021-04-18 15:36:32","2026-01-21 14:28:10",0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,CN,,,,,,,,,0,,,,,,,0,,,/c/a/caisse-enregistreuse-casio-ref-se-c450m-0.jpg,"CAISSE ENREGISTREUSE ""CASIO"" REF: SE-C450M",,,,,,"Une solution idéale pour tous les commerces, grâce à son design moderne et élégant et à ses fonctionnalités innovantes .","CAISSE,ENREGISTREUSE,CASIO,SE-C450M","CAISSE ENREGISTREUSE ""CASIO"" REF: SE-C450M",385,,,,0,,"CAISSE ENREGISTREUSE ""CASIO"" REF: SE-C450M",,,,container2,,,58000.000000,,,1,,,,,,"Une solution idéale pour tous les commerces, grâce à son design moderne et élégant et à ses fonctionnalités innovantes .",,,111823473,,,,,,,,,/c/a/caisse-enregistreuse-casio-ref-se-c450m-0.jpg,"CAISSE ENREGISTREUSE ""CASIO"" REF: SE-C450M",,,,1,/c/a/caisse-enregistreuse-casio-ref-se-c450m-0.jpg,2,SE-C450M,,,,/c/a/caisse-enregistreuse-casio-ref-se-c450m-0.jpg,"CAISSE ENREGISTREUSE ""CASIO"" REF: SE-C450M",,0,,,caisse-enregistreuse-casio-ref-se-c450m,,4,10.000000,
2824,111823485,simple,23,"2021-04-18 15:36:32","2026-01-21 14:28:10",0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,CN,,,,,,,,,0,,,,,,,0,,,/c/a/caisse-enregistreuse-casio-ref-te-2400m-0_1.jpg,"CAISSE ENREGISTREUSE ""CASIO"" REF: TE-2400M",,,,,,"Avec son écran opérateur, ses touches texte prédéfinies, l'imprimante de 2 stations, la caisse TE-2400 rend le travail plus simple par ses fonctions intelligentes.","CAISSE,ENREGISTREUSE,CASIO,TE-2400M","CAISSE ENREGISTREUSE ""CASIO"" REF: TE-2400M",385,,,,0,,"CAISSE ENREGISTREUSE ""CASIO"" REF: TE-2400M",,,,container2,,,89000.000000,,,1,,,1,,,"Avec son écran opérateur, ses touches texte prédéfinies, l'imprimante de 2 stations, la caisse TE-2400 rend le travail plus simple par ses fonctions intelligentes.",,,111823485,,,,,,,,,/c/a/caisse-enregistreuse-casio-ref-te-2400m-0_1.jpg,"CAISSE ENREGISTREUSE ""CASIO"" REF: TE-2400M",,,,1,/c/a/caisse-enregistreuse-casio-ref-te-2400m-0_1.jpg,2,TE-2400M,,,,/c/a/caisse-enregistreuse-casio-ref-te-2400m-0_1.jpg,"CAISSE ENREGISTREUSE ""CASIO"" REF: TE-2400M",,0,,,caisse-enregistreuse-casio-ref-te-2400m,,4,12.000000,
2825,1140611666,simple,23,"2021-04-18 15:36:32","2026-01-21 14:28:10",0,,0,,,,,,,,,,,1,,,0,,,,,0,,default,0,0,,,,,DE,,,,,,,,,"Glam Rocks. Les nouveaux stickers Life-Style. Merveilleux stickers filigranés avec fines pierres étincelantes et éléments scintillants. Parfaits pour décorer, échanger ou offrir. Pour téléphones mobiles, lecteurs MP3, bâtons de rouge à lèvres, appareils photo, lunettes de soleil, miroirs ou accessoires de maison.",,,,,,,0,,0,/e/t/etiquettes-glam-rocks-diamonds-black-et-white-herma-ref-15431-0.jpg,"ETIQUETTES GLAM ROCKS DIAMONDS BLACK & WHITE ""HERMA"" REF: 15431",,,,,,"Du clinquant pour votre smartphone, vos lunettes de soleil ou votre rouge à lèvres.
 Embellissez vos accessoires avec les pierres scintillantes de HERMA","ETIQUETTES,GLAM,ROCKS,DIAMONDS,BLACK,WHITE,HERMA,15431","ETIQUETTES GLAM ROCKS DIAMONDS BLACK & WHITE ""HERMA"" REF: 15431",390,,,,0,,"ETIQUETTES GLAM ROCKS DIAMONDS BLACK & WHITE ""HERMA"" REF: 15431",,,,container2,,,240.000000,,,1,,,1,,,"Du clinquant pour votre smartphone, vos lunettes de soleil ou votre rouge à lèvres.
 Embellissez vos accessoires avec les pierres scintillantes de HERMA",,,,,,,,,0,,,/e/t/etiquettes-glam-rocks-diamonds-black-et-white-herma-ref-15431-0.jpg,"ETIQUETTES GLAM ROCKS DIAMONDS BLACK & WHITE ""HERMA"" REF: 15431",,,,1,/e/t/etiquettes-glam-rocks-diamonds-black-et-white-herma-ref-15431-0.jpg,2,15431,,,,/e/t/etiquettes-glam-rocks-diamonds-black-et-white-herma-ref-15431-0.jpg,"ETIQUETTES GLAM ROCKS DIAMONDS BLACK & WHITE ""HERMA"" REF: 15431",,0,,,etiquettes-glam-rocks-diamonds-black-white-herma-ref-15431,,4,0.010000,
2826,1140611717,simple,23,"2021-04-18 15:36:34","2026-01-21 14:28:10",0,,0,,,,,,,,,,,1,,,0,,,,,0,,default,0,0,,,,,DE,,,,,,,,,"Glam Rocks. Les nouveaux stickers Life-Style. Merveilleux stickers filigranés avec fines pierres étincelantes et éléments scintillants. Parfaits pour décorer, échanger ou offrir. Pour téléphones mobiles, lecteurs MP3, bâtons de rouge à lèvres, appareils photo, lunettes de soleil, miroirs ou accessoires de maison.",,,,,,,0,,0,/e/t/etiquettes-glam-rocks-diamonds-gold-et-silver-herma-ref-15432-0.jpg,"ETIQUETTES GLAM ROCKS DIAMONDS GOLD & SILVER ""HERMA"" REF: 15432",,,,,,"Du clinquant pour votre smartphone, vos lunettes de soleil ou votre rouge à lèvres.
 Embellissez vos accessoires avec les pierres scintillantes de HERMA","ETIQUETTES,GLAM,ROCKS,DIAMONDS,GOLD,SILVER,HERMA,15432","ETIQUETTES GLAM ROCKS DIAMONDS GOLD & SILVER ""HERMA"" REF: 15432",390,,,,0,,"ETIQUETTES GLAM ROCKS DIAMONDS GOLD & SILVER ""HERMA"" REF: 15432",,,,container2,,,240.000000,,,1,,,1,,,"Du clinquant pour votre smartphone, vos lunettes de soleil ou votre rouge à lèvres.
 Embellissez vos accessoires avec les pierres scintillantes de HERMA",,,,,,,,,0,,,/e/t/etiquettes-glam-rocks-diamonds-gold-et-silver-herma-ref-15432-0.jpg,"ETIQUETTES GLAM ROCKS DIAMONDS GOLD & SILVER ""HERMA"" REF: 15432",,,,1,/e/t/etiquettes-glam-rocks-diamonds-gold-et-silver-herma-ref-15432-0.jpg,2,15432,,,,/e/t/etiquettes-glam-rocks-diamonds-gold-et-silver-herma-ref-15432-0.jpg,"ETIQUETTES GLAM ROCKS DIAMONDS GOLD & SILVER ""HERMA"" REF: 15432",,0,,,etiquettes-glam-rocks-diamonds-gold-silver-herma-ref-15432,,4,0.010000,
2827,1140611672,simple,23,"2021-04-18 15:36:34","2026-01-21 14:28:10",0,,0,,,,,,,,,,,1,,,0,,,,,0,,default,0,0,,,,,DE,,,,,,,,,"Glam Rocks. Les nouveaux stickers Life-Style. Merveilleux stickers filigranés avec fines pierres étincelantes et éléments scintillants. Parfaits pour décorer, échanger ou offrir. Pour téléphones mobiles, lecteurs MP3, bâtons de rouge à lèvres, appareils photo, lunettes de soleil, miroirs ou accessoires de maison.",,,,,,,0,,0,/e/t/etiquettes-glam-rocks-diamonds-mint-et-light-blue-herma-ref-15433-0.jpg,"ETIQUETTES GLAM ROCKS DIAMONDS MINT & LIGHT BLUE ""HERMA"" REF: 15433",,,,,,"Du clinquant pour votre smartphone, vos lunettes de soleil ou votre rouge à lèvres.
 Embellissez vos accessoires avec les pierres scintillantes de HERMA","ETIQUETTES,GLAM,ROCKS,DIAMONDS,MINT,LIGHT,BLUE,HERMA,15433","ETIQUETTES GLAM ROCKS DIAMONDS MINT & LIGHT BLUE ""HERMA"" REF: 15433",390,,,,0,,"ETIQUETTES GLAM ROCKS DIAMONDS MINT & LIGHT BLUE ""HERMA"" REF: 15433",,,,container2,,,240.000000,,,1,,,1,,,"Du clinquant pour votre smartphone, vos lunettes de soleil ou votre rouge à lèvres.
 Embellissez vos accessoires avec les pierres scintillantes de HERMA",,,,,,,,,0,,,/e/t/etiquettes-glam-rocks-diamonds-mint-et-light-blue-herma-ref-15433-0.jpg,"ETIQUETTES GLAM ROCKS DIAMONDS MINT & LIGHT BLUE ""HERMA"" REF: 15433",,,,1,/e/t/etiquettes-glam-rocks-diamonds-mint-et-light-blue-herma-ref-15433-0.jpg,2,15433,,,,/e/t/etiquettes-glam-rocks-diamonds-mint-et-light-blue-herma-ref-15433-0.jpg,"ETIQUETTES GLAM ROCKS DIAMONDS MINT & LIGHT BLUE ""HERMA"" REF: 15433",,0,,,etiquettes-glam-rocks-diamonds-mint-light-blue-herma-ref-15433,,4,0.010000,
2828,1140611684,simple,23,"2021-04-18 15:36:34","2026-01-21 14:28:10",0,,0,,,,,,,,,,,1,,,0,,,,,0,,default,0,0,,,,,DE,,,,,,,,,"Glam Rocks. Les nouveaux stickers Life-Style. Merveilleux stickers filigranés avec fines pierres étincelantes et éléments scintillants. Parfaits pour décorer, échanger ou offrir. Pour téléphones mobiles, lecteurs MP3, bâtons de rouge à lèvres, appareils photo, lunettes de soleil, miroirs ou accessoires de maison.",,,,,,,0,,0,/e/t/etiquettes-glam-rocks-diamonds-purple-et-silver-herma-ref-15434-0.jpg,"ETIQUETTES GLAM ROCKS DIAMONDS PURPLE & SILVER ""HERMA"" REF: 15434",,,,,,"Du clinquant pour votre smartphone, vos lunettes de soleil ou votre rouge à lèvres.
 Embellissez vos accessoires avec les pierres scintillantes de HERMA","ETIQUETTES,GLAM,ROCKS,DIAMONDS,PURPLE,SILVER,HERMA,15434","ETIQUETTES GLAM ROCKS DIAMONDS PURPLE & SILVER ""HERMA"" REF: 15434",390,,,,0,,"ETIQUETTES GLAM ROCKS DIAMONDS PURPLE & SILVER ""HERMA"" REF: 15434",,,,container2,,,240.000000,,,1,,,1,,,"Du clinquant pour votre smartphone, vos lunettes de soleil ou votre rouge à lèvres.
 Embellissez vos accessoires avec les pierres scintillantes de HERMA",,,,,,,,,0,,,/e/t/etiquettes-glam-rocks-diamonds-purple-et-silver-herma-ref-15434-0.jpg,"ETIQUETTES GLAM ROCKS DIAMONDS PURPLE & SILVER ""HERMA"" REF: 15434",,,,1,/e/t/etiquettes-glam-rocks-diamonds-purple-et-silver-herma-ref-15434-0.jpg,2,15434,,,,/e/t/etiquettes-glam-rocks-diamonds-purple-et-silver-herma-ref-15434-0.jpg,"ETIQUETTES GLAM ROCKS DIAMONDS PURPLE & SILVER ""HERMA"" REF: 15434",,0,,,etiquettes-glam-rocks-diamonds-purple-silver-herma-ref-15434,,4,0.010000,
2829,1140611716,simple,23,"2021-04-18 15:36:34","2026-01-21 14:28:10",0,,0,,,,,,,,,,,1,,,0,,,,,0,,default,0,0,,,,,DE,,,,,,,,,"Glam Rocks. Les nouveaux stickers Life-Style. Merveilleux stickers filigranés avec fines pierres étincelantes et éléments scintillants. Parfaits pour décorer, échanger ou offrir. Pour téléphones mobiles, lecteurs MP3, bâtons de rouge à lèvres, appareils photo, lunettes de soleil, miroirs ou accessoires de maison.",,,,,,,0,,0,/e/t/etiquettes-glam-rocks-diamonds-dark-blue-et-light-blue-herma-ref-15435-0.jpg,"ETIQUETTES GLAM ROCKS DIAMONDS DARK BLUE & LIGHT BLUE ""HERMA"" REF: 15435",,,,,,"Du clinquant pour votre smartphone, vos lunettes de soleil ou votre rouge à lèvres.
 Embellissez vos accessoires avec les pierres scintillantes de HERMA","ETIQUETTES,GLAM,ROCKS,DIAMONDS,DARK,BLUE,LIGHT,BLUE,HERMA,15435","ETIQUETTES GLAM ROCKS DIAMONDS DARK BLUE & LIGHT BLUE ""HERMA"" REF: 15435",390,,,,0,,"ETIQUETTES GLAM ROCKS DIAMONDS DARK BLUE & LIGHT BLUE ""HERMA"" REF: 15435",,,,container2,,,240.000000,,,1,,,1,,,"Du clinquant pour votre smartphone, vos lunettes de soleil ou votre rouge à lèvres.
 Embellissez vos accessoires avec les pierres scintillantes de HERMA",,,,,,,,,0,,,/e/t/etiquettes-glam-rocks-diamonds-dark-blue-et-light-blue-herma-ref-15435-0.jpg,"ETIQUETTES GLAM ROCKS DIAMONDS DARK BLUE & LIGHT BLUE ""HERMA"" REF: 15435",,,,1,/e/t/etiquettes-glam-rocks-diamonds-dark-blue-et-light-blue-herma-ref-15435-0.jpg,2,15435,,,,/e/t/etiquettes-glam-rocks-diamonds-dark-blue-et-light-blue-herma-ref-15435-0.jpg,"ETIQUETTES GLAM ROCKS DIAMONDS DARK BLUE & LIGHT BLUE ""HERMA"" REF: 15435",,0,,,etiquettes-glam-rocks-diamonds-dark-blue-light-blue-herma-ref-15435,,4,0.010000,
2830,1140611665,simple,23,"2021-04-18 15:36:34","2026-01-21 14:28:10",0,,0,,,,,,,,,,,1,,,0,,,,,0,,default,0,0,,,,,DE,,,,,,,,,"Glam Rocks. Les nouveaux stickers Life-Style. Merveilleux stickers filigranés avec fines pierres étincelantes et éléments scintillants. Parfaits pour décorer, échanger ou offrir. Pour téléphones mobiles, lecteurs MP3, bâtons de rouge à lèvres, appareils photo, lunettes de soleil, miroirs ou accessoires de maison.",,,,,,,0,,0,/e/t/etiquettes-glam-rocks-diamonds-red-et-silver-herma-ref-15436-0.jpg,"ETIQUETTES GLAM ROCKS DIAMONDS RED & SILVER ""HERMA"" REF: 15436",,,,,,"Du clinquant pour votre smartphone, vos lunettes de soleil ou votre rouge à lèvres.
 Embellissez vos accessoires avec les pierres scintillantes de HERMA","ETIQUETTES,GLAM,ROCKS,DIAMONDS,RED,SILVER,HERMA,15436","ETIQUETTES GLAM ROCKS DIAMONDS RED & SILVER ""HERMA"" REF: 15436",390,,,,0,,"ETIQUETTES GLAM ROCKS DIAMONDS RED & SILVER ""HERMA"" REF: 15436",,,,container2,,,240.000000,,,1,,,1,,,"Du clinquant pour votre smartphone, vos lunettes de soleil ou votre rouge à lèvres.
 Embellissez vos accessoires avec les pierres scintillantes de HERMA",,,,,,,,,0,,,/e/t/etiquettes-glam-rocks-diamonds-red-et-silver-herma-ref-15436-0.jpg,"ETIQUETTES GLAM ROCKS DIAMONDS RED & SILVER ""HERMA"" REF: 15436",,,,1,/e/t/etiquettes-glam-rocks-diamonds-red-et-silver-herma-ref-15436-0.jpg,2,15436,,,,/e/t/etiquettes-glam-rocks-diamonds-red-et-silver-herma-ref-15436-0.jpg,"ETIQUETTES GLAM ROCKS DIAMONDS RED & SILVER ""HERMA"" REF: 15436",,0,,,etiquettes-glam-rocks-diamonds-red-silver-herma-ref-15436,,4,0.010000,
2831,333109,simple,23,"2021-04-18 15:36:34","2026-01-21 14:28:10",0,,0,,,,,,,,,,,1,,,0,,,,,0,,default,0,0,,,,,DE,,,,,,,,,"Glam Rocks. Les nouveaux stickers Life-Style. Merveilleux stickers filigranés avec fines pierres étincelantes et éléments scintillants. Parfaits pour décorer, échanger ou offrir. Pour téléphones mobiles, lecteurs MP3, bâtons de rouge à lèvres, appareils photo, lunettes de soleil, miroirs ou accessoires de maison.",,,,,,,0,,0,/e/t/etiquettes-glam-rocks-i-pink-jewels-herma-ref-6002-0.jpg,"ETIQUETTES GLAM ROCKS I PINK JEWELS ""HERMA"" REF: 6002",,,,,,"Du clinquant pour votre smartphone, vos lunettes de soleil ou votre rouge à lèvres.
 Embellissez vos accessoires avec les pierres scintillantes de HERMA","ETIQUETTES,GLAM,ROCKS,I,PINK,JEWELS,HERMA,6002","ETIQUETTES GLAM ROCKS I PINK JEWELS ""HERMA"" REF: 6002",390,,,,0,,"ETIQUETTES GLAM ROCKS I PINK JEWELS ""HERMA"" REF: 6002",,,,container2,,,240.000000,,,1,,,1,,,"Du clinquant pour votre smartphone, vos lunettes de soleil ou votre rouge à lèvres.
 Embellissez vos accessoires avec les pierres scintillantes de HERMA",,,,,,,,,0,,,/e/t/etiquettes-glam-rocks-i-pink-jewels-herma-ref-6002-0.jpg,"ETIQUETTES GLAM ROCKS I PINK JEWELS ""HERMA"" REF: 6002",,,,1,/e/t/etiquettes-glam-rocks-i-pink-jewels-herma-ref-6002-0.jpg,2,6002,,,,/e/t/etiquettes-glam-rocks-i-pink-jewels-herma-ref-6002-0.jpg,"ETIQUETTES GLAM ROCKS I PINK JEWELS ""HERMA"" REF: 6002",,0,,,etiquettes-glam-rocks-i-pink-jewels-herma-ref-6002,,4,0.010000,
2832,102909,simple,23,"2021-04-18 15:36:34","2026-01-21 14:28:10",0,,0,,,,,,,,,,,1,,,0,,,,,0,,default,0,0,,,,,DE,,,,,,,,,"Glam Rocks. Les nouveaux stickers Life-Style. Merveilleux stickers filigranés avec fines pierres étincelantes et éléments scintillants. Parfaits pour décorer, échanger ou offrir. Pour téléphones mobiles, lecteurs MP3, bâtons de rouge à lèvres, appareils photo, lunettes de soleil, miroirs ou accessoires de maison.",,,,,,,0,,0,/e/t/etiquettes-glam-rocks-i-pink-butterfly-herma-ref-6003-0.jpg,"ETIQUETTES GLAM ROCKS I PINK BUTTERFLY ""HERMA"" REF: 6003",,,,,,"Du clinquant pour votre smartphone, vos lunettes de soleil ou votre rouge à lèvres.
 Embellissez vos accessoires avec les pierres scintillantes de HERMA","ETIQUETTES,GLAM,ROCKS,I,PINK,BUTTERFLY,HERMA,6003","ETIQUETTES GLAM ROCKS I PINK BUTTERFLY ""HERMA"" REF: 6003",390,,,,0,,"ETIQUETTES GLAM ROCKS I PINK BUTTERFLY ""HERMA"" REF: 6003",,,,container2,,,240.000000,,,1,,,1,,,"Du clinquant pour votre smartphone, vos lunettes de soleil ou votre rouge à lèvres.
 Embellissez vos accessoires avec les pierres scintillantes de HERMA",,,102909,,,,,,0,,,/e/t/etiquettes-glam-rocks-i-pink-butterfly-herma-ref-6003-0.jpg,"ETIQUETTES GLAM ROCKS I PINK BUTTERFLY ""HERMA"" REF: 6003",,,,1,/e/t/etiquettes-glam-rocks-i-pink-butterfly-herma-ref-6003-0.jpg,2,6003,,,,/e/t/etiquettes-glam-rocks-i-pink-butterfly-herma-ref-6003-0.jpg,"ETIQUETTES GLAM ROCKS I PINK BUTTERFLY ""HERMA"" REF: 6003",,0,,,etiquettes-glam-rocks-i-pink-butterfly-herma-ref-6003,,4,7.000000,
2833,1649409,simple,23,"2021-04-18 15:36:34","2026-01-21 14:28:10",0,,0,,,,,,,,,,,1,,,0,,,,,0,,default,0,0,,,,,DE,,,,,,,,,"Glam Rocks. Les nouveaux stickers Life-Style. Merveilleux stickers filigranés avec fines pierres étincelantes et éléments scintillants. Parfaits pour décorer, échanger ou offrir. Pour téléphones mobiles, lecteurs MP3, bâtons de rouge à lèvres, appareils photo, lunettes de soleil, miroirs ou accessoires de maison.",,,,,,,0,,0,/e/t/etiquettes-glam-rocks-i-flower-herma-ref-6007-0.jpg,"ETIQUETTES GLAM ROCKS I FLOWER ""HERMA"" REF: 6007",,,,,,"Du clinquant pour votre smartphone, vos lunettes de soleil ou votre rouge à lèvres.
 Embellissez vos accessoires avec les pierres scintillantes de HERMA","ETIQUETTES,GLAM,ROCKS,I,FLOWER,HERMA,6007","ETIQUETTES GLAM ROCKS I FLOWER ""HERMA"" REF: 6007",390,,,,0,,"ETIQUETTES GLAM ROCKS I FLOWER ""HERMA"" REF: 6007",,,,container2,,,240.000000,,,1,,,1,,,"Du clinquant pour votre smartphone, vos lunettes de soleil ou votre rouge à lèvres.
 Embellissez vos accessoires avec les pierres scintillantes de HERMA",,,,,,,,,0,,,/e/t/etiquettes-glam-rocks-i-flower-herma-ref-6007-0.jpg,"ETIQUETTES GLAM ROCKS I FLOWER ""HERMA"" REF: 6007",,,,1,/e/t/etiquettes-glam-rocks-i-flower-herma-ref-6007-0.jpg,2,6007,,,,/e/t/etiquettes-glam-rocks-i-flower-herma-ref-6007-0.jpg,"ETIQUETTES GLAM ROCKS I FLOWER ""HERMA"" REF: 6007",,0,,,etiquettes-glam-rocks-i-flower-herma-ref-6007,,4,0.010000,
