"Last month","Le mois dernier"
"Last week","La semaine dernière"
"Last year","L'année dernière"
Latest,Dernier
Launched,Lancé
Layout,"Mise en page"
Leadership,Leadership
Learning,Apprentissage
"Left (px)","Left (px)"
Length,Longueur
Lesson,Leçon
"Let Customers Create an Account at Checkout","Let Customers Create an Account at Checkout"
"Let your customers sign in with different social networks on the checkout. This setting is enabled once Social Login is installed. Learn more about it <a target='_blank' href='%1'>here</a>.","Let your customers sign in with different social networks on the checkout. This setting is enabled once Social Login is installed. Learn more about it <a target='_blank' href='%1'>here</a>."
Level,Niveau
"Lifetime (days)","Lifetime (days)"
Link,Lien
Linked,Lié
List,Liste
Loaded,Chargé
Loading...,Chargement...
Local,Local
Located,Situé
Locating,Localiser
Logged,Enregistré
Login,Connexion
Logout,Déconnexion
Look,Apparence
"Look forward to seeing you at our store.","Look forward to seeing you at our store."
"Looked at",Regardé
Looking,Regarder
"Looking for",Chercher
Low,Bas
"Mab Extensions","Extensions Mab"
Made,Fait
Make,Faire
"Manage Checkout Fields","Manage Checkout Fields"
Managed,Géré
Management,Gestion
Manual,Manuel
Manually,Manuellement
Many,Beaucoup
Map,Carte
Mar,Mar
March,March
Mark,Marquer
Marked,Marqué
Material,Matériau
Matrix,Matrice
Matter,Matière
Max:,Max:
Maximum,Maximum
"Maximum image height: 390px","Maximum image height: 390px"
"Maximum image width: 580px","Maximum image width: 580px"
"Maximum length of the message is %1 characters.","Maximum length of the message is %1 characters."
"Maximum number of code combinations for the current template is %1,
            please update Quantity field accordingly.","Maximum number of code combinations for the current template is %1,
            please update Quantity field accordingly."
May,May
Measure,Mesure
Medium,Moyen
Mentioned,Mentionné
Menu,Menu
Merged,Fusionné
Message,Message
Message:,Message:
Method,Méthode
"Method Title","Method Title"
Metric,Métrique
Migrate,Migrer
Migrated,Migré
"Min and Max values of open amount can't be equal.","Min and Max values of open amount can't be equal."
"Min value of open amount must be lower then Max value.","Min value of open amount must be lower then Max value."
Min:,Min:
Minimum,Minimum
Mission,Mission
Mo,Mo
Modal,Modal
Model,Modèle
Modern,Modern
Modification,Modification
Modified,Modifié
Module,Module
Mon,Mon
Monday,Monday
Monitored,Surveillé
Monitoring,Surveillance
Move,Déplacer
Moved,Déplacé
Multiple,Multiple
"Multiple gift cards can be applied","Plusieurs cartes cadeaux peuvent être appliquées"
"My Account","Mon Compte"
"My Addresses","Mes Adresses"
"My Orders","Mes Commandes"
"My Wishlist","Ma Liste de Souhaits"
N/A,N/A
Name,Nom
Named,Nommé
Navigation,Navigation
"Need more Custom fields?","Need more Custom fields?"
"Need more custom fields? Please consider","Need more custom fields? Please consider"
Never,Jamais
New,Nouveau
"New Address","Nouvelle Adresse"
"New Code Pool","New Code Pool"
"New Customer","Nouveau Client"
"New Gift Code Account","New Gift Code Account"
"New Gift Image","New Gift Image"
"Newsletter Checkbox","Newsletter Checkbox"
"Newsletter Subscriptions","Abonnements Newsletter"
"Newsletter is Checked by Default","Newsletter is Checked by Default"
Next,Suivant
"Next month","Le mois prochain"
"Next week","La semaine prochaine"
"Next year","L'année prochaine"
No,Non
"No Historycal Data","No Historycal Data"
"No Payment Methods","No Payment Methods"
"No available codes found for Code Pool with id ""%1""","No available codes found for Code Pool with id ""%1"""
"No code pools found.","No code pools found."
"No options of this product are available.","No options of this product are available."
"No payment method selected","No payment method selected"
"No shipping method selected","No shipping method selected"
None,Aucun
"Not Installed","Not Installed"
"Not enough free gift card codes in the code pool(s) with id %1. Please generate more codes before invoicing the order.","Not enough free gift card codes in the code pool(s) with id %1. Please generate more codes before invoicing the order."
"Not recommended","Non recommandé"
"Not synchronized","Non synchronisé"
"Not updated","Non mis à jour"
"Not yet calculated","Not yet calculated"
Note,Note
Noted,Noté
"Notice of the expiry of the Gift Card","Notice of the expiry of the Gift Card"
Noticed,Remarqué
Notification,Notification
"Notifications are available only for purchased gift cards.","Notifications are available only for purchased gift cards."
"Notify Customers Before Certificate Expires","Notify Customers Before Certificate Expires"
"Notify Customers of Balance Update","Notify Customers of Balance Update"
Nov,Nov
November,November
Number,Nombre
"Number of Days Before Expiry","Number of Days Before Expiry"
"Number of Lines in a Street Address","Number of Lines in a Street Address"
"Number of Quotes*","Number of Quotes*"
OK,OK
Object,Objet
Objective,Objectif
Observed,Observé
Observing,Observer
Obtained,Obtenu
Occasionally,Occasionnellement
Oct,Oct
October,October
Offline,"Hors ligne"
Often,Souvent
Old,Ancien
Oldest,"Plus ancien"
"One Step Checkout","Commande en Une Étape"
"One-page checkout is turned off.","One-page checkout is turned off."
Online,"En ligne"
Opened,Ouvert
Operated,Opéré
Operation,Opération
Opinion,Opinion
Optimization,Optimisation
Optimized,Optimisé
Option,Option
Optional,Optionnel
"Optional UI Elements","Optional UI Elements"
"Options Details","Options Details"
Order,Commande
"Order #","Order #"
"Order Attribute","Order Attribute"
"Order Attributes","Order Attributes"
"Order Comment","Commentaire de commande"
"Order Comments","Commentaires de Commande"
"Order Date:","Order Date:"
"Order History","Order History"
"Order ID","Order ID"
"Order Success Page","Order Success Page"
"Order Summary","Récapitulatif de Commande"
"Order Summary Background","Order Summary Background"
"Order Total","Order Total"
"Order details:","Order details:"
Organize,Organiser
Organized,Organisé
Original,Original
"Original Amount","Montant Initial"
"Other Amount...","Other Amount..."
"Other amount:","Other amount:"
"Out of stock","Out of stock"
Output,Sortie
Overall,Overall
Oversight,Surveillance
Overview,Aperçu
"PDF File Name","PDF File Name"
"PIN Code","Code PIN"
Page,Page
Parameter,Paramètre
Part,Partie
Partial,Partiel
Password,"Mot de Passe"
"Password Strength","Force du Mot de Passe"
Past,Passé
Paste,Coller
Pattern,Motif
Pause,Pause
Paused,"En pause"
"Pay with Gift Card","Payer avec une Carte Cadeau"
"Payment Information","Informations de Paiement"
"Payment Method","Mode de Paiement"
"Payment Methods Restricted for Gift Card Purchase","Payment Methods Restricted for Gift Card Purchase"
"Payment Page","Payment Page"
Percent,Percent
Percentage,Pourcentage
Performance,Performance
Performed,Effectué
Period,Période
"Period in Minutes","Period in Minutes"
Period:,Period:
"Personal Information","Informations Personnelles"
Personalized,Personnalisé
"Phone Number","Numéro de Téléphone"
Photo,Photo
"Physical Gift Card","Physical Gift Card"
Pick,Choisir
Picture,Image
Piece,Pièce
"Place Order","Passer la Commande"
"Place Order Button Color","Place Order Button Color"
"Place Order Button Position","Place Order Button Position"
Placed,Placé
Plan,Plan
Planned,Planifié
Play,Jouer
"Please add this Gift Card Code to your customer account to proceed.","Please add this Gift Card Code to your customer account to proceed."
"Please add {L} or {D} placeholders into the template ""%1""","Please add {L} or {D} placeholders into the template ""%1"""
"Please be aware that it is not possible to use the gift card you purchased for your own orders.","Please be aware that it is not possible to use the gift card you purchased for your own orders."
"Please be aware that you will not be able to use the certificate at %store_name after it expires.","Please be aware that you will not be able to use the certificate at %store_name after it expires."
"Please be aware the process of gift card images generating may take some time. Are you sure you want to proceed with generating?","Please be aware the process of gift card images generating may take some time. Are you sure you want to proceed with generating?"
"Please check the inserted values.","Please check the inserted values."
"Please choose a condition to add","Please choose a condition to add"
"Please choose gift card image.","Please choose gift card image."
"Please confirm your password.","Please confirm your password."
"Please consider","Please consider"
"Please drag and drop to upload the image or browse it to proceed with the design configuration. While designing a Gift Card there is a list of draggable elements that can be used to specify the required information on a Gift Card. You can move the draggable elements to a Gift Card by dragging them or with a double-click. Due to image display limitations, the element frame is 580x390px, assuming no top or left padding. The recommended maximum width is 540px. To delete an element from a Gift Card use a double-click or click delete icon on the element.","Please drag and drop to upload the image or browse it to proceed with the design configuration. While designing a Gift Card there is a list of draggable elements that can be used to specify the required information on a Gift Card. You can move the draggable elements to a Gift Card by dragging them or with a double-click. Due to image display limitations, the element frame is 580x390px, assuming no top or left padding. The recommended maximum width is 540px. To delete an element from a Gift Card use a double-click or click delete icon on the element."
"Please enter a valid email address (Ex: johndoe@domain.com).","Please enter a valid email address (Ex: johndoe@domain.com)."
"Please enter a valid email address.","Veuillez entrer une adresse email valide."
"Please enter a valid image size.","Please enter a valid image size."
"Please enter a valid phone number.","Veuillez entrer un numéro de téléphone valide."
"Please find below message from %sender_name","Please find below message from %sender_name"
"Please keep in mind that some payment methods may override this option, thus for such methods the button may remain in Payment Methods block regardless of this option's value.","Please keep in mind that some payment methods may override this option, thus for such methods the button may remain in Payment Methods block regardless of this option's value."
"Please keep in mind that, for 3 Columns layout, third column will be displayed only if Customer's Order may require shipping (contains non-Virtual products, in most cases).","Please keep in mind that, for 3 Columns layout, third column will be displayed only if Customer's Order may require shipping (contains non-Virtual products, in most cases)."
"Please login or register as a customer to add Gift Card Codes to your customer account and display here.","Please login or register as a customer to add Gift Card Codes to your customer account and display here."
"Please login or register on %store_name and add the following gift card code to Gift Cards section to use it on checkout or in the cart:","Please login or register on %store_name and add the following gift card code to Gift Cards section to use it on checkout or in the cart:"
"Please make sure that the Catalog Price Range is Global. Otherwise the setting will be disabled.","Please make sure that the Catalog Price Range is Global. Otherwise the setting will be disabled."
"Please mind that you can apply this code only once.","Please mind that you can apply this code only once."
"Please note that Recipient Email will be displayed in Gift Code Accounts grid in case the Gift Card is saved and sent to the recipient.","Please note that Recipient Email will be displayed in Gift Code Accounts grid in case the Gift Card is saved and sent to the recipient."
"Please note that the 'dompdf/dompdf' library must be installed for the setting work correctly, it's available for installing in composer require.","Please note that the 'dompdf/dompdf' library must be installed for the setting work correctly, it's available for installing in composer require."
"Please select a shipping address","Veuillez sélectionner une adresse de livraison"
"Please specify Code Pool ID before codes generation.","Please specify Code Pool ID before codes generation."
"Please specify a delivery date.","Please specify a delivery date."
"Please specify a delivery timezone.","Please specify a delivery timezone."
"Please specify a gift card amount.","Please specify a gift card amount."
"Please specify a recipient email.","Please specify a recipient email."
"Please specify a recipient name.","Please specify a recipient name."
"Please specify a regionId in shipping address.","Please specify a regionId in shipping address."
"Please specify a sender name.","Please specify a sender name."
"Please specify a valid delivery date.","Please specify a valid delivery date."
"Please specify a valid recipient email.","Please specify a valid recipient email."
"Please specify all the required information.","Please specify all the required information."
"Please specify the timeframe available for delivery. Example: 8-12, 14-18, 20-24<br/>
                    Use <a target=""_blank"" href=""https://amasty.com/delivery-date-for-magento-2.html?utm_source=extension&utm_medium=link&utm_campaign=osc-delivery-date-m2"">Amasty Delivery Date</a> to limit or restrict delivery for the same or next day the order was placed.","Please specify the timeframe available for delivery. Example: 8-12, 14-18, 20-24<br/>
                    Use <a target=""_blank"" href=""https://amasty.com/delivery-date-for-magento-2.html?utm_source=extension&utm_medium=link&utm_campaign=osc-delivery-date-m2"">Amasty Delivery Date</a> to limit or restrict delivery for the same or next day the order was placed."
"Please take note that custom fields will also be displayed in the Address Book, and their management is limited to the default value level.","Please take note that custom fields will also be displayed in the Address Book, and their management is limited to the default value level."
"Please update Amasty Base module. Re-upload it and replace all the files.","Please update Amasty Base module. Re-upload it and replace all the files."
"Please update or cancel Billing Address Form.","Please update or cancel Billing Address Form."
"Please update or cancel Shipping Address Form.","Please update or cancel Shipping Address Form."
"Please update your Magento to version 2.2 or newer to make this setting available.","Please update your Magento to version 2.2 or newer to make this setting available."
"Please use","Please use"
"Please use the following gift card code at %store_name:","Please use the following gift card code at %store_name:"
"Please wait...","Veuillez patienter..."
"Please, choose image..","Please, choose image.."
"Please, enter valid value","Please, enter valid value"
"Please, save Code Pool before generating codes.","Please, save Code Pool before generating codes."
"Please, select a static block","Please, select a static block"
Plugin,Plugin
Popup,Popup
Portion,Portion
"Position On Checkout","Position On Checkout"
Positioned,Positionné
Postponed,Reporté
"Powered on",Allumé
Practice,Pratique
Preference,Préférence
Prepared,Préparé
Present,Présent
Preserved,Préservé
Prev,Prev
Preview,Aperçu
"Preview Gift Card","Preview Gift Card"
Previous,Précédent
Price,Prix
Print,Imprimer
Printed,Printed
Private,Privé
Problem,Problème
Procedure,Procédure
Proceed,Procéder
"Proceed to Checkout","Finaliser la Commande"
Process,Processus
Processed,Traité
Processing...,"Traitement en cours..."
Produce,Produire
"Product Types, Which Can Be Bought with Gift Card","Product Types, Which Can Be Bought with Gift Card"
"Product attribute combination","Product attribute combination"
Production,Production
"Products subselection","Products subselection"
Progress,Progrès
Project,Projet
Property,Propriété
Proportion,Proportion
Protected,Protégé
"Provide customers with important info about taxes (e.g. VAT) or any other payment specifics.<br/>Supported HTML tags: &ltb&gt, &ltu&gt, &lti&gt, &lts&gt, &ltstrong&gt.","Provide customers with important info about taxes (e.g. VAT) or any other payment specifics.<br/>Supported HTML tags: &ltb&gt, &ltu&gt, &lti&gt, &lts&gt, &ltstrong&gt."
"Provided service call does not exist.","Provided service call does not exist."
Public,Public
Published,Publié
"Purchased On","Purchased On"
Purge,Purger
Purpose,But
Put,Mis
Qty,Qté
Quality,Qualité
Quantity,Quantité
Quarter,Quart
Query,Requête
Question,Question
Quickly,Rapidement
"QuotePasswords with specified ID ""%1"" not found.","QuotePasswords with specified ID ""%1"" not found."
"QuotePasswords with specified Quote ID ""%1"" not found.","QuotePasswords with specified Quote ID ""%1"" not found."
Quoted,Cité
Ran,Couru
Rank,Classer
Rarely,Rarement
Rate,Taux
Rating,Évaluation
Ratio,Ratio
"Re-order blocks via drag and drop","Re-order blocks via drag and drop"
Ready,Prêt
Reason,Raison
Recent,Récent
"Recipient Address","Recipient Address"
"Recipient Email","Email du destinataire"
"Recipient Name","Nom du destinataire"
"Recipient Phone","Recipient Phone"
"Recipient email is not valid.","Recipient email is not valid."
Recognized,Reconnu
Recommendation,Recommandation
Recommended,Recommandé
Record,Enregistrement
Recorded,Enregistré
Recovered,Récupéré
"Redeem Gift Card","Utiliser une Carte Cadeau"
Redo,Refaire
Reference,Référence
Referenced,Référencé
Referred,Référé
Refresh,Actualiser
Refreshed,Actualisé
Register,S'inscrire
"Registered Customers","Clients Enregistrés"
"Registration: A letter with further instructions will be sent to your email.","Registration: A letter with further instructions will be sent to your email."
Regularly,Régulièrement
Related,Lié
Relationship,Relation
Release,Version
Released,Publié
Reload,Recharger
Relocated,Relocalisé
"Remaining Balance","Solde Restant"
Remove,Supprimer
"Remove Gift Card","Retirer la Carte Cadeau"
"Remove Gift Cards Code","Remove Gift Cards Code"
Render,Rendre
Renewed,Renouvelé
Repaired,Réparé
Reply,Réponse
Request,Demande
"Requests Number","Requests Number"
Required,Requis
"Required Fields","Champs Obligatoires"
Researched,Recherché
Researching,Rechercher
Reset,Réinitialiser
Response,Réponse
Restart,Redémarrer
Restore,Restaurer
Restored,Restauré
Result,Résultat
Resume,Reprendre
Retrieved,Récupéré
Return,Retour
Review,Avis
"Review & Payments","Vérification et Paiement"
Reviewed,Révisé
Reviewing,Réviser
Revised,Révisé
Revision,Révision
Row,Ligne
SKU,SKU
Sa,Sa
Safeguarded,Protégé
"Same as billing address","Identique à l'adresse de facturation"
Sat,Sat
Saturday,Saturday
Save,Enregistrer
"Save & Send Email","Save & Send Email"
"Save and Continue Edit","Save and Continue Edit"
"Save in address book","Enregistrer dans le carnet d'adresses"
Saved,Sauvegardé
Scale,Échelle
"Schedule delivery","Schedule delivery"
Scheduled,Programmé
Score,Score
Screen,Écran
Screenshot,"Capture d'écran"
Searching,Rechercher
Second,Deuxième
Section,Section
Secure,Sécurisé
Secured,Sécurisé
Seeing,Voir
Seeking,Chercher
Seen,Vu
Segment,Segment
"Select Date","Sélectionner une Date"
"Select Method","Select Method"
"Select Shipping Address","Select Shipping Address"
"Select Time","Sélectionner une Heure"
"Select Timezone","Select Timezone"
"Select custom CMS block name to be displayed above the checkout","Select custom CMS block name to be displayed above the checkout"
"Select custom CMS block name to be displayed below the checkout","Select custom CMS block name to be displayed below the checkout"
"Select timezone","Select timezone"
"Select ‘Automatically’ to trigger an update of Order Summary automatically after the quantity or product options are changed.","Select ‘Automatically’ to trigger an update of Order Summary automatically after the quantity or product options are changed."
"Select ‘Multiple’ value for a Gift Card that can be used an indefinite number of times till the balance is over. ‘Single’ value should be used for a Gift Card that needs to be applied only once. In this case, the remaining balance will be reset.","Select ‘Multiple’ value for a Gift Card that can be used an indefinite number of times till the balance is over. ‘Single’ value should be used for a Gift Card that needs to be applied only once. In this case, the remaining balance will be reset."
Selection,Sélection
"Send Confirmation to Sender","Send Confirmation to Sender"
"Send Copy to","Send Copy to"
"Send Gift Card","Envoyer une Carte Cadeau"
"Send Gift Card Code Email When Order Item is","Send Gift Card Code Email When Order Item is"
"Send Gift Card Later","Send Gift Card Later"
"Send from the Following Store View","Send from the Following Store View"
"Send later","Send later"
"Send now","Send now"
"Sender Confirmation Email Template","Sender Confirmation Email Template"
"Sender Email","Sender Email"
"Sender Name","Nom de l'expéditeur"
Sent,Envoyé
Sep,Sep
September,September
Service,Service
Set,Ensemble
Setting,Paramètre
Settings,Paramètres
Setup,Configuration
Several,Plusieurs
Share,Partager
Shifted,Déplacé
"Ship Here","Livrer ici"
"Shipped to Name","Shipped to Name"
Shipping,Livraison
"Shipping Address","Adresse de Livraison"
"Shipping Method","Mode de Livraison"
"Shopping Cart","Panier d'Achat"
Show,Afficher
"Show Gift Card Options in Mini Cart And Checkout","Show Gift Card Options in Mini Cart And Checkout"
"Show Password","Afficher le Mot de Passe"
"Show Unit Price","Show Unit Price"
Sidebar,"Barre latérale"
Sign,Signe
"Sign In","Se Connecter"
"Sign Up for Our Newsletter","Sign Up for Our Newsletter"
"Sign-in Information","Informations de Connexion"
Signal,Signal
Single,Unique
Situated,Situé
Size,Taille
Skill,Compétence
Slow,Lent
Slowly,Lentement
"Social Login on Checkout","Social Login on Checkout"
Solution,Solution
Some,Quelques
"Some gift card accounts were not created properly.
                    Please create them manually.","Some gift card accounts were not created properly.
                    Please create them manually."
"Something went wrong while creating an account. Please contact us so we can assist you.","Something went wrong while creating an account. Please contact us so we can assist you."
"Something went wrong while generating accounts. Please review the error log.","Something went wrong while generating accounts. Please review the error log."
"Something went wrong while saving account data. Please review the error log.","Something went wrong while saving account data. Please review the error log."
"Something went wrong while saving the code pool data. Please review the error log.","Something went wrong while saving the code pool data. Please review the error log."
"Something went wrong while saving the file(s).","Something went wrong while saving the file(s)."
"Something went wrong while saving the image data. Please review the error log.","Something went wrong while saving the image data. Please review the error log."
"Something went wrong while sending email.","Something went wrong while sending email."
"Something went wrong with image uploading.","Something went wrong with image uploading."
"Something went wrong with sending emails. Please review logs.","Something went wrong with sending emails. Please review logs."
"Something went wrong with the registration.","Something went wrong with the registration."
"Something went wrong with the subscription.","Something went wrong with the subscription."
"Something went wrong.. Please review log for more information.","Something went wrong.. Please review log for more information."
Sometimes,Parfois
"Sorry, no quotes are available for this order at this time","Sorry, no quotes are available for this order at this time"
Sort,Sorte
Specific,Spécifique
Specification,Spécification
"Specified Gift Card for current user is not found.","Specified Gift Card for current user is not found."
"Specify default text example for delivery comment.","Specify default text example for delivery comment."
"Specify the <a href=""https://fonts.google.com/"" target=""_blank"">Google font</a> name. For example <strong>Roboto</strong>, <strong>Open Sans</strong> or <strong>Indie Flower</strong>
                    <br/>Some fonts use extra parameters e.g. <strong>Molle:400i</strong> where 400 = regular, i = Italic (100 = thin, 700 = bold)","Specify the <a href=""https://fonts.google.com/"" target=""_blank"">Google font</a> name. For example <strong>Roboto</strong>, <strong>Open Sans</strong> or <strong>Indie Flower</strong>
                    <br/>Some fonts use extra parameters e.g. <strong>Molle:400i</strong> where 400 = regular, i = Italic (100 = thin, 700 = bold)"
"Specify the ID of custom CMS block to be displayed on the checkout success page","Specify the ID of custom CMS block to be displayed on the checkout success page"
"Specify the file name not including the extension.","Specify the file name not including the extension."
Speed,Vitesse
Spotted,Repéré
Standard,Standard
Start,Démarrer
Started,Commencé
State/Province,État/Province
"Static Block","Static Block"
Status,Statut
Step,Étape
Stop,Arrêter
Stopped,Arrêté
"Store View:","Store View:"
"Store with the specified ID ""%1"" does not exist.","Store with the specified ID ""%1"" does not exist."
Strategy,Stratégie
"Street Address",Adresse
Strong,Fort
Structure,Structure
Structured,Structuré
Studied,Étudié
Studying,Étudier
Style,Style
Styled,Stylé
Su,Su
Subject,Sujet
Submit,Submit
"Subscribe to Newsletter","S'abonner à la Newsletter"
Substance,Substance
Subtotal,Sous-total
"Success Page Custom Block","Success Page Custom Block"
Suggestion,Suggestion
Summary,Résumé
Sun,Sun
Sunday,Sunday
Supervision,Supervision
Support,Support
Suspended,Suspendu
"Switched on",Allumé
Symbol,Symbole
Synchronized,Synchronisé
System,Système
Table,Tableau
Tag,Étiqueter
Tagged,Étiqueté
Tailored,"Sur mesure"
Target,Cible
Task,Tâche
Tax,Taxe
Technique,Technique
Template,Modèle
"Terms and Conditions Checkbox Positioning","Terms and Conditions Checkbox Positioning"
Test,Test
Testing,Test
Text,Texte
"Texts and Default Values","Texts and Default Values"
Th,Th
"Thank you for your subscription.","Thank you for your subscription."
"The ""%1"" Cart doesn't contain products.","The ""%1"" Cart doesn't contain products."
"The ""%1"" builder type isn't defined. Verify the builder and try again.","The ""%1"" builder type isn't defined. Verify the builder and try again."
"The ""%1"" command executor isn't defined. Verify the executor and try again.","The ""%1"" command executor isn't defined. Verify the executor and try again."
"The ""%1"" downloader type isn't defined. Verify the downloader and try again.","The ""%1"" downloader type isn't defined. Verify the downloader and try again."
"The ""%1"" processor executor isn't defined. Verify the executor and try again.","The ""%1"" processor executor isn't defined. Verify the executor and try again."
"The Code Pool has been deleted.","The Code Pool has been deleted."
"The Code Pool has been saved.","The Code Pool has been saved."
"The Image has been deleted.","The Image has been deleted."
"The Imagick extension is required to ensure proper image display across different email clients. If you are unsure how to correctly install the necessary extension on the server, please refer 
            to the details in the <a href=""' . . '"" target=""_blank"">article</a>.","The Imagick extension is required to ensure proper image display across different email clients. If you are unsure how to correctly install the necessary extension on the server, please refer 
            to the details in the <a href=""' . . '"" target=""_blank"">article</a>."
"The account has been deleted.","The account has been deleted."
"The code account has been saved.","The code account has been saved."
"The code cannot be applied on this website.","The code cannot be applied on this website."
"The confirmation request has been sent.","The confirmation request has been sent."
"The email has been added to the queue.","The email has been added to the queue."
"The file size is too big.","The file size is too big."
"The gift card couldn't be deleted from the quote.","The gift card couldn't be deleted from the quote."
"The session has expired. Please refresh the page.","The session has expired. Please refresh the page."
"The shipping method is missing. Select the shipping method and try again.","The shipping method is missing. Select the shipping method and try again."
"The sms has been sent successfully.","The sms has been sent successfully."
Theme,Thème
Themed,Thématique
"There was a problem with the subscription: %1","There was a problem with the subscription: %1"
Third,Troisième
"This Code Pool no longer exists.","This Code Pool no longer exists."
"This Gift Code already exists.","This Gift Code already exists."
"This Image no longer exists.","This Image no longer exists."
"This gift card account is already in the quote.","This gift card account is already in the quote."
"This is a required field.","Ceci est un champ obligatoire."
"This month","Ce mois-ci"
"This process cannot be undone.","This process cannot be undone."
"This week","Cette semaine"
"This year","Cette année"
Thu,Thu
Thursday,Thursday
Tied,Attaché
Time,Temps
Timezone,Timezone
"Timezones for User Choosing","Timezones for User Choosing"
Tip,Conseil
Title,Titre
Titled,Intitulé
To,To
"To configure Postcode requirement for certain countries please check settings at Stores > Configuration > General > General > Country Options","To configure Postcode requirement for certain countries please check settings at Stores > Configuration > General > General > Country Options"
"To configure State requirement for certain countries please check settings at Stores > Configuration > General > General > State Options","To configure State requirement for certain countries please check settings at Stores > Configuration > General > General > State Options"
"To configure which customer attributes will be required to checkout please check settings at Stores > Configuration > Customers > Customer Configuration > Name and Address Options","To configure which customer attributes will be required to checkout please check settings at Stores > Configuration > Customers > Customer Configuration > Name and Address Options"
"To register an account simply add a password.","To register an account simply add a password."
To:,To:
"To: %1","To: %1"
"To: David","To: David"
Today,Aujourd'hui
Token,Jeton
Tomorrow,Demain
Tooltip,Info-bulle
"Tooltip Message for Users","Tooltip Message for Users"
"Top (px)","Top (px)"
"Top Block","Top Block"
Topic,Sujet
Total,Total
Traced,Tracé
Tracked,Suivi
Tracking,Suivi
Training,Formation
Transfer,Transférer
Transferred,Transféré
Transformed,Transformé
Transmitted,Transmis
Trial,Essai
Triple,Triple
Trouble,Problème
Trying,Essayer
"Trying to find","Essayer de trouver"
Tu,Tu
Tue,Tue
Tuesday,Tuesday
Tuned,Réglé
"Turned on",Allumé
Tutorial,Tutoriel
Type,Type
"Unable to copy file %1 for optimization processing.","Unable to copy file %1 for optimization processing."
"Unable to generate new accounts. Error: No available codes found for Code Pool with ID ""%1"".","Unable to generate new accounts. Error: No available codes found for Code Pool with ID ""%1""."
"Unable to remove Code %1. Error: %2","Unable to remove Code %1. Error: %2"
"Unable to remove Code Pool with ID %1 because it is the last Code Pool.","Unable to remove Code Pool with ID %1 because it is the last Code Pool."
"Unable to remove Code. Error: %1","Unable to remove Code. Error: %1"
"Unable to remove Gift Card Credit Memo with ID %1. Error: %2","Unable to remove Gift Card Credit Memo with ID %1. Error: %2"
"Unable to remove Gift Card Credit Memo. Error: %1","Unable to remove Gift Card Credit Memo. Error: %1"
"Unable to remove Gift Card Invoice with ID %1. Error: %2","Unable to remove Gift Card Invoice with ID %1. Error: %2"
"Unable to remove Gift Card Invoice. Error: %1","Unable to remove Gift Card Invoice. Error: %1"
"Unable to remove Gift Card Order with ID %1. Error: %2","Unable to remove Gift Card Order with ID %1. Error: %2"
"Unable to remove Gift Card Order. Error: %1","Unable to remove Gift Card Order. Error: %1"
"Unable to remove Gift Card Quote with ID %1. Error: %2","Unable to remove Gift Card Quote with ID %1. Error: %2"
"Unable to remove Gift Card Quote. Error: %1","Unable to remove Gift Card Quote. Error: %1"
"Unable to remove Image because it is last Image.","Unable to remove Image because it is last Image."
"Unable to remove Image with ID %1.Error: %2","Unable to remove Image with ID %1.Error: %2"
"Unable to remove account with ID %1. Error: %2","Unable to remove account with ID %1. Error: %2"
"Unable to remove account. Error: %1","Unable to remove account. Error: %1"
"Unable to remove amount with ID %1. Error: %2","Unable to remove amount with ID %1. Error: %2"
"Unable to remove amount. Error: %1","Unable to remove amount. Error: %1"
"Unable to remove customerCard with ID %1. Error: %2","Unable to remove customerCard with ID %1. Error: %2"
"Unable to remove customerCard. Error: %1","Unable to remove customerCard. Error: %1"
"Unable to remove quotePasswords with ID %1. Error: %2","Unable to remove quotePasswords with ID %1. Error: %2"
"Unable to remove quotePasswords. Error: %1","Unable to remove quotePasswords. Error: %1"
"Unable to save Code  %1. Error: %2","Unable to save Code  %1. Error: %2"
"Unable to save Code Pool with ID %1. Error: %2","Unable to save Code Pool with ID %1. Error: %2"
"Unable to save Gift Card Credit Memo with ID %1. Error: %2","Unable to save Gift Card Credit Memo with ID %1. Error: %2"
"Unable to save Gift Card Invoice with ID %1. Error: %2","Unable to save Gift Card Invoice with ID %1. Error: %2"
"Unable to save Gift Card Order with ID %1. Error: %2","Unable to save Gift Card Order with ID %1. Error: %2"
"Unable to save Gift Card Quote with ID %1. Error: %2","Unable to save Gift Card Quote with ID %1. Error: %2"
"Unable to save Image  %1. Error: %2","Unable to save Image  %1. Error: %2"
"Unable to save account with ID %1. Error: %2","Unable to save account with ID %1. Error: %2"
"Unable to save amount with ID %1. Error: %2","Unable to save amount with ID %1. Error: %2"
"Unable to save customerCard with ID %1. Error: %2","Unable to save customerCard with ID %1. Error: %2"
"Unable to save new Code Pool. Error: %1","Unable to save new Code Pool. Error: %1"
"Unable to save new Code. Error: %1","Unable to save new Code. Error: %1"
"Unable to save new Customer Card. Error: %1","Unable to save new Customer Card. Error: %1"
"Unable to save new Gift Card Credit Memo. Error: %1","Unable to save new Gift Card Credit Memo. Error: %1"
"Unable to save new Gift Card Invoice. Error: %1","Unable to save new Gift Card Invoice. Error: %1"
"Unable to save new Gift Card Order. Error: %1","Unable to save new Gift Card Order. Error: %1"
"Unable to save new Gift Card Quote. Error: %1","Unable to save new Gift Card Quote. Error: %1"
"Unable to save new Image. Error: %1","Unable to save new Image. Error: %1"
"Unable to save new account. Error: %1","Unable to save new account. Error: %1"
